"","subID","N","sigma","H_true","H_subj","noise","lapse","H_subj_EST_avg","H_subj_EST_stder","noise_EST_avg","noise_EST_stder","lapse_EST_avg","lapse_EST_stder","pct_avg","pct_stder"
"18921","50_110_0.95_0.3_3.5_0.05",50,110,0.95,0.3,3.5,0.05,0.512935168848654,0.0898802663469473,0.416534343856109,0.251236054218467,0.216431507729158,0.0557012013693089,0.486,0.0168786518682296
"18931","50_110_0.95_0.3_4_0.05",50,110,0.95,0.3,4,0.05,0.398987521285745,0.103242168097096,0.852225298784076,0.774043199790237,0.314177852974325,0.043438946956753,0.5,0.0236643191323985
"18941","50_110_0.95_0.3_4.5_0.05",50,110,0.95,0.3,4.5,0.05,0.309589839062193,0.0918277760792517,0.966495074638047,0.956574700750328,0.253935071444717,0.0507346966045135,0.51,0.0231420732769464
"18951","50_110_0.95_0.3_5_0.05",50,110,0.95,0.3,5,0.05,0.425222808329207,0.0571517200958288,0.268961030415379,0.224587443803906,0.277515129563721,0.0591134885089881,0.488,0.00997775303139718
"18961","50_110_0.95_0.3_5.5_0.05",50,110,0.95,0.3,5.5,0.05,0.41296800581264,0.0632944530502124,0.793665573734114,0.529090688175297,0.176676267417904,0.0698264856968182,0.478,0.0250244325054979
"18971","50_110_0.95_0.3_6_0.05",50,110,0.95,0.3,6,0.05,0.455956538569131,0.123578943119435,2.04631865718934,1.01729634157641,0.227646038025998,0.0588422343967978,0.52,0.0188561808316413
"18981","50_110_0.95_0.3_0.01_0.1",50,110,0.95,0.3,0.01,0.1,0.315892048093051,0.0126586531704131,0.0272443881290301,0.0148621282780558,0.0824206564664463,0.0154495497657502,0.33,0.0143759057685652
"18991","50_110_0.95_0.3_0.5_0.1",50,110,0.95,0.3,0.5,0.1,0.254867512188352,0.0617214385998481,0.334594361682155,0.147478075117233,0.155006030138947,0.0464343309639903,0.454,0.0123107902084129
"19001","50_110_0.95_0.3_1_0.1",50,110,0.95,0.3,1,0.1,0.41121505609116,0.0535935784083398,0.396888179551596,0.325991428306266,0.217862006047147,0.0620059375937234,0.474,0.00791622805802528
"19011","50_110_0.95_0.3_1.5_0.1",50,110,0.95,0.3,1.5,0.1,0.340458770029833,0.10199695506098,1.94139910640982,0.995024807502091,0.119823434663178,0.0503634071291389,0.456,0.0290287214094363
"19021","50_110_0.95_0.3_2_0.1",50,110,0.95,0.3,2,0.1,0.482583865948347,0.0780130480744166,2.13173046830914,0.899124729568601,0.161084785168905,0.0538361533344156,0.476,0.0157197681634021
"19031","50_110_0.95_0.3_2.5_0.1",50,110,0.95,0.3,2.5,0.1,0.296570792267303,0.077589528546664,0.290523071632436,0.168841388642577,0.320878257657806,0.043125606100506,0.494,0.0225191276720727
"19041","50_110_0.95_0.3_3_0.1",50,110,0.95,0.3,3,0.1,0.518260463307951,0.0691959450795741,1.22970564758168,0.995938315295484,0.265203448464517,0.0553695673298136,0.494,0.0266749986983234
"19051","50_110_0.95_0.3_3.5_0.1",50,110,0.95,0.3,3.5,0.1,0.476993892505339,0.0949843990016564,1.60307342023171,0.761965071799362,0.150314230281068,0.0555856413434629,0.508,0.0333599893418581
"19061","50_110_0.95_0.3_4_0.1",50,110,0.95,0.3,4,0.1,0.544595758745277,0.0869231756124737,1.25127648969632,0.687303786048515,0.173417243265946,0.0656108720132837,0.508,0.016918103387266
"19071","50_110_0.95_0.3_4.5_0.1",50,110,0.95,0.3,4.5,0.1,0.609664235185344,0.0640074360274582,1.35396092369482,1.00947834444738,0.177904910198708,0.0533621707101695,0.5,0.0261618891604648
"19081","50_110_0.95_0.3_5_0.1",50,110,0.95,0.3,5,0.1,0.430020418108572,0.101127305494388,1.02572650991022,0.659175186616764,0.211422473230471,0.0547977717642559,0.494,0.0295221197673127
"19091","50_110_0.95_0.3_5.5_0.1",50,110,0.95,0.3,5.5,0.1,0.587984450849703,0.101711348824939,1.12486505411999,0.955570254508814,0.175039971746021,0.0499405888656626,0.508,0.0108320512061813
"19101","50_110_0.95_0.3_6_0.1",50,110,0.95,0.3,6,0.1,0.415446198324302,0.0567833960853324,0.467092596149605,0.461535349241912,0.26712563350208,0.0489650394435757,0.432,0.0179381653960983
"19111","50_110_0.95_0.3_0.01_0.15",50,110,0.95,0.3,0.01,0.15,0.2243209224609,0.034508428443799,0.0833166399192175,0.0433926876067109,0.130058004157655,0.0311165028810189,0.394,0.014
"19121","50_110_0.95_0.3_0.5_0.15",50,110,0.95,0.3,0.5,0.15,0.251820250810782,0.0432906119922274,0.940547826321939,0.383288491496644,0.102980106477993,0.0465649967181905,0.436,0.033967304540952
"19131","50_110_0.95_0.3_1_0.15",50,110,0.95,0.3,1,0.15,0.226559531336302,0.0554095991712724,0.837282514780071,0.341932300319679,0.158392692830453,0.0546184789772462,0.472,0.0149666295470958
"19141","50_110_0.95_0.3_1.5_0.15",50,110,0.95,0.3,1.5,0.15,0.407881488865779,0.114914580649781,0.299887696560808,0.276827331820609,0.256149549497792,0.0462534237542955,0.52,0.0229007520497569
"19151","50_110_0.95_0.3_2_0.15",50,110,0.95,0.3,2,0.15,0.409297499756437,0.0876771790590047,0.466963325518857,0.234903104501343,0.214331907680599,0.0632899248677589,0.458,0.0225979350089044
"19161","50_110_0.95_0.3_2.5_0.15",50,110,0.95,0.3,2.5,0.15,0.440914802875278,0.0814601823904881,1.28114998045725,0.703909144995682,0.182851393583387,0.0472188953901393,0.492,0.0308688984074406
"19171","50_110_0.95_0.3_3_0.15",50,110,0.95,0.3,3,0.15,0.520918433761634,0.0950320091352701,1.47723196218787,1.0310245908489,0.229541931853155,0.0637078319130935,0.508,0.018427033281447
"19181","50_110_0.95_0.3_3.5_0.15",50,110,0.95,0.3,3.5,0.15,0.554270112946543,0.0888857082358307,0.178228568304324,0.0855794074844391,0.187122173183406,0.0587540364909179,0.514,0.0234852199384114
"19191","50_110_0.95_0.3_4_0.15",50,110,0.95,0.3,4,0.15,0.422425713753263,0.0895171011951134,0.228022693453936,0.145692317117478,0.294509156651152,0.0549588471165628,0.502,0.0311911668407722
"19201","50_110_0.95_0.3_4.5_0.15",50,110,0.95,0.3,4.5,0.15,0.547798209230443,0.082334206362231,1.08407290356946,0.992917123380262,0.211322085595814,0.0475454214876757,0.474,0.0210923893594085
"19211","50_110_0.95_0.3_5_0.15",50,110,0.95,0.3,5,0.15,0.325738486230481,0.0663014897789771,2.09588955742541,1.11134649143447,0.215035581509263,0.0617965787249782,0.482,0.0187260958735842
"19221","50_110_0.95_0.3_5.5_0.15",50,110,0.95,0.3,5.5,0.15,0.369805627488984,0.0980885406844555,0.153162925241818,0.125894065438672,0.274093312480288,0.0454418092718765,0.516,0.0154344492037203
"19231","50_110_0.95_0.3_6_0.15",50,110,0.95,0.3,6,0.15,0.511521509080656,0.102534203845953,2.42574708907571,1.27890819783953,0.194817073563554,0.0589091861990349,0.496,0.0296348143611905
"19241","50_110_0.95_0.3_0.01_0.2",50,110,0.95,0.3,0.01,0.2,0.213669907941904,0.0468813716734649,0.0847428792854168,0.0266734485954409,0.180593628905579,0.0270184164815504,0.402,0.0120922380981447
"19251","50_110_0.95_0.3_0.5_0.2",50,110,0.95,0.3,0.5,0.2,0.323752057128855,0.0455760229822816,0.533946349713296,0.473315671662239,0.259740486574796,0.0418595472037884,0.458,0.0215921796542689
"19261","50_110_0.95_0.3_1_0.2",50,110,0.95,0.3,1,0.2,0.346190869972704,0.0627097713327433,0.485610681397616,0.356980724734294,0.143935809806138,0.0577934792016073,0.454,0.0227156333832011
"19271","50_110_0.95_0.3_1.5_0.2",50,110,0.95,0.3,1.5,0.2,0.423868136855029,0.0835127109780461,0.953157038975445,0.619557126862251,0.146126599471887,0.0578903782713904,0.45,0.0186785676348292
"19281","50_110_0.95_0.3_2_0.2",50,110,0.95,0.3,2,0.2,0.451720006898436,0.0916972589364291,1.26211769882295,1.00407300588525,0.253402848821358,0.0536276779903575,0.468,0.022939534045447
"19291","50_110_0.95_0.3_2.5_0.2",50,110,0.95,0.3,2.5,0.2,0.392160152763544,0.0654703251729584,0.647679759386039,0.595197686342508,0.241095484813377,0.0570449336419753,0.518,0.0161795481326821
"19301","50_110_0.95_0.3_3_0.2",50,110,0.95,0.3,3,0.2,0.415546971034628,0.0853309969343701,0.904666724899028,0.481910208929322,0.155987980084993,0.0627404309338985,0.496,0.0180862132883341
"19311","50_110_0.95_0.3_3.5_0.2",50,110,0.95,0.3,3.5,0.2,0.406614202379435,0.0985494710395294,1.46956388190086,0.945581454982392,0.208901660764239,0.0612351100950774,0.514,0.0210923893594085
"19321","50_110_0.95_0.3_4_0.2",50,110,0.95,0.3,4,0.2,0.530829195773896,0.0812493957090238,0.154063595055716,0.138968874191349,0.194351759101242,0.0536345290527055,0.458,0.0277208305150557
"19331","50_110_0.95_0.3_4.5_0.2",50,110,0.95,0.3,4.5,0.2,0.405275607539296,0.104418742498642,1.76333946190718,1.03173283441535,0.232684381599768,0.0626281701349271,0.518,0.0120922380981447
"19341","50_110_0.95_0.3_5_0.2",50,110,0.95,0.3,5,0.2,0.413918270584239,0.0692611093726274,1.06702092280263,0.583883633116692,0.187602220472188,0.0549171248895611,0.464,0.0142361043360417
"19351","50_110_0.95_0.3_5.5_0.2",50,110,0.95,0.3,5.5,0.2,0.554403518012229,0.0710045087559728,0.432164435735805,0.306504365825165,0.236765808165303,0.0508464289492103,0.504,0.0192757763930679
"19361","50_110_0.95_0.3_6_0.2",50,110,0.95,0.3,6,0.2,0.524378301431165,0.0915739704971717,0.880509888576683,0.419223740448354,0.180864554456745,0.0627742050273683,0.458,0.0215921796542689
"19371","50_110_0.95_0.3_0.01_0.25",50,110,0.95,0.3,0.01,0.25,0.246774466917254,0.0442127719434478,0.0264413709066533,0.0119882839083489,0.225993825390314,0.0131236698561955,0.458,0.0141264134002781
"19381","50_110_0.95_0.3_0.5_0.25",50,110,0.95,0.3,0.5,0.25,0.350300302170994,0.0625702696817578,0.311052574941471,0.190859585397608,0.126703115299997,0.0496519992362029,0.428,0.0219494368442058
"19391","50_110_0.95_0.3_1_0.25",50,110,0.95,0.3,1,0.25,0.389570005635468,0.0502422671730182,0.253562116432267,0.108504585739084,0.147421874494109,0.0500985340604045,0.448,0.018427033281447
"19401","50_110_0.95_0.3_1.5_0.25",50,110,0.95,0.3,1.5,0.25,0.381310469189761,0.0705716397561456,0.557275133122673,0.354914262505392,0.136560787636235,0.0541887583189743,0.494,0.0168786518682295
"19411","50_110_0.95_0.3_2_0.25",50,110,0.95,0.3,2,0.25,0.373401594791005,0.0788409917217708,0.139728941988226,0.138705048093788,0.280931786324257,0.0627927434311654,0.478,0.022
"19421","50_110_0.95_0.3_2.5_0.25",50,110,0.95,0.3,2.5,0.25,0.478675499409838,0.0828681359651741,0.918726040728006,0.419586815475798,0.212776264803153,0.0555019426685029,0.514,0.0328024389337135
"19431","50_110_0.95_0.3_3_0.25",50,110,0.95,0.3,3,0.25,0.39513425598438,0.0873335332234969,0.529718109141105,0.478070901182982,0.284020074003012,0.0488650946227757,0.494,0.0254820198048219
"19441","50_110_0.95_0.3_3.5_0.25",50,110,0.95,0.3,3.5,0.25,0.470221828453607,0.109373802324711,1.66579497576453,0.740748486375694,0.188441367665474,0.0656463918203119,0.518,0.029732137494637
"19451","50_110_0.95_0.3_4_0.25",50,110,0.95,0.3,4,0.25,0.415200253830347,0.0841384416499003,1.37455078125455,0.986891395533303,0.235335971386674,0.0619737539241599,0.498,0.0164519502390041
"19461","50_110_0.95_0.3_4.5_0.25",50,110,0.95,0.3,4.5,0.25,0.358971443932374,0.0645219662475295,1.20859309728756,0.513987922055983,0.159901083047227,0.0550238128757768,0.506,0.0168786518682296
"19471","50_110_0.95_0.3_5_0.25",50,110,0.95,0.3,5,0.25,0.544478333998199,0.0801406304951242,0.977611652368494,0.492605457668538,0.240083398324817,0.0711253747725809,0.504,0.0199555060627944
"19481","50_110_0.95_0.3_5.5_0.25",50,110,0.95,0.3,5.5,0.25,0.479067400140009,0.0798498563178171,0.927400957040367,0.617649193309496,0.261846112061706,0.0573257920334001,0.512,0.0137275068546493
"19491","50_110_0.95_0.3_6_0.25",50,110,0.95,0.3,6,0.25,0.398471699009587,0.121030950603195,2.12508923303024,1.01308032758857,0.222466171018442,0.0561644056587669,0.494,0.0245944889942623
"19501","50_110_0.95_0.35_0.01_0",50,110,0.95,0.35,0.01,0,0.259789535123062,0.0378085581852729,0.0195074544387596,0.0105359563446439,0.0408163875125592,0.0235653058285776,0.334,0.0133499895963339
"19511","50_110_0.95_0.35_0.5_0",50,110,0.95,0.35,0.5,0,0.245273429953726,0.0646151041254573,0.776975587459608,0.474657430611377,0.136279304328231,0.0477958066476611,0.464,0.0175878746110306
"19521","50_110_0.95_0.35_1_0",50,110,0.95,0.35,1,0,0.508586135360832,0.0858767802333576,1.35340227744979,0.988291667510468,0.148901499438162,0.0532386897936704,0.474,0.0309910381311186
"19531","50_110_0.95_0.35_1.5_0",50,110,0.95,0.35,1.5,0,0.540501292524898,0.0936135689553212,0.748134947653357,0.626690488206398,0.247149541157384,0.0583909018575403,0.468,0.0213333333333333
"19541","50_110_0.95_0.35_2_0",50,110,0.95,0.35,2,0,0.414887059752003,0.0967806989807561,1.05869936717488,0.577629914782348,0.207680185131513,0.0480639423863885,0.52,0.0221108319357027
"19551","50_110_0.95_0.35_2.5_0",50,110,0.95,0.35,2.5,0,0.41948886642167,0.0934099792132989,1.35990498242276,0.998044161667592,0.210775858914038,0.0563275664905519,0.486,0.017650936393165
"19561","50_110_0.95_0.35_3_0",50,110,0.95,0.35,3,0,0.508639367495629,0.0847072582456387,0.606121959140271,0.340406328206661,0.279799541030154,0.047625028511472,0.48,0.0214993539954628
"19571","50_110_0.95_0.35_3.5_0",50,110,0.95,0.35,3.5,0,0.270860584594138,0.069562530906189,1.38495016410298,0.560602927235925,0.202734066963681,0.0586148088072059,0.488,0.0171787983023002
"19581","50_110_0.95_0.35_4_0",50,110,0.95,0.35,4,0,0.401170263413076,0.0799144535049164,0.00691441916716799,0.00355571353324214,0.216161924115251,0.0530507010932321,0.466,0.0290669724754555
"19591","50_110_0.95_0.35_4.5_0",50,110,0.95,0.35,4.5,0,0.474692515473665,0.0718480045527689,1.03583719147368,0.603681851307569,0.238735280903721,0.0669755792704883,0.496,0.0190438091427809
"19601","50_110_0.95_0.35_5_0",50,110,0.95,0.35,5,0,0.523838808003491,0.0917487787680674,0.516156228104,0.441064287254369,0.258275512711854,0.0578002138914809,0.534,0.0234852199384114
"19611","50_110_0.95_0.35_5.5_0",50,110,0.95,0.35,5.5,0,0.456885077228789,0.0795665880662019,0.923836084948551,0.675466142271495,0.260944805131146,0.0541876655205739,0.468,0.0179381653960983
"19621","50_110_0.95_0.35_6_0",50,110,0.95,0.35,6,0,0.493515769629951,0.0828149534725972,0.26695456634946,0.182286455105496,0.169453460648222,0.0494064085219103,0.514,0.0219190429636981
"19631","50_110_0.95_0.35_0.01_0.05",50,110,0.95,0.35,0.01,0.05,0.30289572527097,0.0515272264742072,0.0255255184082445,0.0179050736113935,0.114536519932808,0.0333769039150862,0.324,0.0151437555888007
"19641","50_110_0.95_0.35_0.5_0.05",50,110,0.95,0.35,0.5,0.05,0.369789165227222,0.049398879955496,0.201693923484929,0.0605490892060664,0.154314479840165,0.0450117131516616,0.406,0.0231036312682179
"19651","50_110_0.95_0.35_1_0.05",50,110,0.95,0.35,1,0.05,0.361332122183694,0.0650865957738757,0.969403969276771,0.351786179801182,0.0905226763312264,0.0450249265857153,0.48,0.0214993539954628
"19661","50_110_0.95_0.35_1.5_0.05",50,110,0.95,0.35,1.5,0.05,0.4484245388342,0.0609278376077759,1.00844462077893,0.678746878391541,0.175782751236801,0.0589152344295287,0.448,0.0260256283945908
"19671","50_110_0.95_0.35_2_0.05",50,110,0.95,0.35,2,0.05,0.401636642663239,0.0933182757126865,0.326407794293772,0.321830382460443,0.281750411999373,0.0486767835375638,0.462,0.0213853532431273
"19681","50_110_0.95_0.35_2.5_0.05",50,110,0.95,0.35,2.5,0.05,0.439072442469323,0.0972034591235769,1.3092894398856,0.68840588850412,0.178091253540427,0.0517835969363489,0.5,0.0122927259430572
"19691","50_110_0.95_0.35_3_0.05",50,110,0.95,0.35,3,0.05,0.47306362489037,0.0895264781434521,2.30136149423676,1.1037792979541,0.191982602454625,0.0672522009580775,0.486,0.026170381901854
"19701","50_110_0.95_0.35_3.5_0.05",50,110,0.95,0.35,3.5,0.05,0.390382438462904,0.0775767140024423,0.876149261352556,0.463396693844085,0.196065960791496,0.0586165313908111,0.474,0.0234852199384114
"19711","50_110_0.95_0.35_4_0.05",50,110,0.95,0.35,4,0.05,0.45582536160567,0.0935652965750773,0.364882941118533,0.240671999757401,0.205167534299949,0.0501020430090939,0.494,0.0210923893594085
"19721","50_110_0.95_0.35_4.5_0.05",50,110,0.95,0.35,4.5,0.05,0.331666669040008,0.0622747156545251,0.436414105684507,0.287755596129655,0.179031480755381,0.0583671761156993,0.47,0.0320069436910875
"19731","50_110_0.95_0.35_5_0.05",50,110,0.95,0.35,5,0.05,0.524952822189193,0.0754646732558879,0.89873212834436,0.723571741899194,0.307359569382684,0.0541298940953785,0.468,0.0152606975230128
"19741","50_110_0.95_0.35_5.5_0.05",50,110,0.95,0.35,5.5,0.05,0.445227059030182,0.0927971234476517,1.18704754325029,0.764171238737641,0.235899392043012,0.0556076100578448,0.472,0.0273577127049109
"19751","50_110_0.95_0.35_6_0.05",50,110,0.95,0.35,6,0.05,0.53134740554335,0.0962544826486322,0.68357625676267,0.671096053740409,0.26640206506355,0.050702761268346,0.48,0.0251219249085557
"19761","50_110_0.95_0.35_0.01_0.1",50,110,0.95,0.35,0.01,0.1,0.32701822377589,0.0232856730603749,0.115673703863987,0.0483527450598445,0.0504424525581403,0.0143914695204543,0.372,0.0227449628123093
"19771","50_110_0.95_0.35_0.5_0.1",50,110,0.95,0.35,0.5,0.1,0.235663007561617,0.0647858781417375,0.599751541239909,0.217084092699196,0.176775172106847,0.0470005369674355,0.434,0.0219190429636981
"19781","50_110_0.95_0.35_1_0.1",50,110,0.95,0.35,1,0.1,0.416859682736681,0.0607525109522917,0.412281475744654,0.354081014758801,0.187601676279764,0.0532797879640007,0.488,0.0116237305161085
"19791","50_110_0.95_0.35_1.5_0.1",50,110,0.95,0.35,1.5,0.1,0.365257771614782,0.0600405358299621,0.729821500082971,0.675336278552407,0.260237004945733,0.0516014527505222,0.446,0.0223208920570443
"19801","50_110_0.95_0.35_2_0.1",50,110,0.95,0.35,2,0.1,0.463225455794213,0.0637482995935177,0.423620796430277,0.281272521888436,0.242321717062703,0.0636612671345243,0.486,0.0143139403690559
"19811","50_110_0.95_0.35_2.5_0.1",50,110,0.95,0.35,2.5,0.1,0.234207252251108,0.0731396748394895,1.15859324345711,0.57648900876257,0.24254034989917,0.0575845016062779,0.488,0.0155492050529208
"19821","50_110_0.95_0.35_3_0.1",50,110,0.95,0.35,3,0.1,0.333480944440826,0.0946933033402038,2.13417051086304,0.891258500358094,0.124034152002031,0.0518835020285354,0.512,0.0213333333333333
"19831","50_110_0.95_0.35_3.5_0.1",50,110,0.95,0.35,3.5,0.1,0.341735630817067,0.0806000165206558,0.842915509843632,0.343735468413642,0.182562370816226,0.0543166231079882,0.51,0.0221610268514596
"19841","50_110_0.95_0.35_4_0.1",50,110,0.95,0.35,4,0.1,0.633120900431113,0.0798770454332179,1.89941650102339,0.83982269794925,0.203641696231845,0.0511064476040924,0.506,0.0221208800307161
"19851","50_110_0.95_0.35_4.5_0.1",50,110,0.95,0.35,4.5,0.1,0.514469032992723,0.0862652486109056,0.951757930074797,0.912137554012878,0.28671048665405,0.051142892730221,0.464,0.0249087222563592
"19861","50_110_0.95_0.35_5_0.1",50,110,0.95,0.35,5,0.1,0.52925866058426,0.105237374522996,1.14003650716646,0.788644809533784,0.255346495941923,0.0579834436962053,0.512,0.0253333333333333
"19871","50_110_0.95_0.35_5.5_0.1",50,110,0.95,0.35,5.5,0.1,0.51438249220448,0.0949940149570684,1.7944808122438,1.06616927097476,0.168885282126211,0.0618867253870808,0.48,0.0183787316694536
"19881","50_110_0.95_0.35_6_0.1",50,110,0.95,0.35,6,0.1,0.378919874803332,0.0895879204890506,1.91333094541329,1.00229735867357,0.166337812827585,0.0672035215513177,0.534,0.0225191276720727
"19891","50_110_0.95_0.35_0.01_0.15",50,110,0.95,0.35,0.01,0.15,0.226950688804332,0.0387582229154915,0.12799841566046,0.0594435217769413,0.130913092653152,0.0315284458888333,0.374,0.0266749986983234
"19901","50_110_0.95_0.35_0.5_0.15",50,110,0.95,0.35,0.5,0.15,0.257389625153846,0.0586659205058265,1.01641844569591,0.639504645281302,0.215898046034435,0.0525369645130309,0.47,0.0177012240631357
"19911","50_110_0.95_0.35_1_0.15",50,110,0.95,0.35,1,0.15,0.595043642096567,0.100343332522615,2.04632658449624,1.1138881721169,0.232484396945369,0.0597655092952579,0.486,0.028759539480164
"19921","50_110_0.95_0.35_1.5_0.15",50,110,0.95,0.35,1.5,0.15,0.390681268578611,0.0731777807831714,1.20702448732835,0.750161640979968,0.123661167894224,0.0524270551022482,0.502,0.0172433562085034
"19931","50_110_0.95_0.35_2_0.15",50,110,0.95,0.35,2,0.15,0.348662299594768,0.104228722200414,2.54891537526346,1.2708704796365,0.237033290943306,0.0505346634802752,0.492,0.0211239726903398
"19941","50_110_0.95_0.35_2.5_0.15",50,110,0.95,0.35,2.5,0.15,0.442139436562469,0.0673830634199295,0.350162857004059,0.254285108518136,0.26445865086067,0.056336339577675,0.488,0.0202649122047609
"19951","50_110_0.95_0.35_3_0.15",50,110,0.95,0.35,3,0.15,0.409210841588298,0.0888971759297653,0.905459814915234,0.569949642124582,0.172569782291289,0.0511143796396136,0.506,0.0234852199384114
"19961","50_110_0.95_0.35_3.5_0.15",50,110,0.95,0.35,3.5,0.15,0.358888219964071,0.0878187397560486,0.701834390404175,0.4532412049546,0.237795348910286,0.0566626221283873,0.498,0.0243036348447442
"19971","50_110_0.95_0.35_4_0.15",50,110,0.95,0.35,4,0.15,0.517391974345873,0.0967255685630077,1.39060516963337,0.970015387142172,0.1582835618968,0.0461336471116888,0.504,0.014544949486181
"19981","50_110_0.95_0.35_4.5_0.15",50,110,0.95,0.35,4.5,0.15,0.530357545687699,0.076660960342601,1.04341711360299,0.986965010633796,0.20222612192447,0.0564004363381532,0.478,0.0167199149386459
"19991","50_110_0.95_0.35_5_0.15",50,110,0.95,0.35,5,0.15,0.321920298485374,0.0625595738030363,0.0958474932224012,0.0726663528013611,0.246773341223462,0.0522299938339327,0.496,0.0162754074876449
"20001","50_110_0.95_0.35_5.5_0.15",50,110,0.95,0.35,5.5,0.15,0.480952314882564,0.075402076769572,1.06182203738744,0.849184047327589,0.251002113383974,0.0452532007935874,0.45,0.0227547308878347
"20011","50_110_0.95_0.35_6_0.15",50,110,0.95,0.35,6,0.15,0.660138742384599,0.0943637734905602,1.25201992513689,0.549476674825748,0.186532957349182,0.0598654386620981,0.52,0.0254732975660571
"20021","50_110_0.95_0.35_0.01_0.2",50,110,0.95,0.35,0.01,0.2,0.264554563156349,0.0536367249150422,0.0963688844736678,0.0711986632311791,0.168662185133248,0.0282163221753462,0.376,0.00933333333333333
"20031","50_110_0.95_0.35_0.5_0.2",50,110,0.95,0.35,0.5,0.2,0.354136501545883,0.060108893910561,1.32181292172934,0.812781786898556,0.112888781731904,0.0505066836782519,0.432,0.0181842422626478
"20041","50_110_0.95_0.35_1_0.2",50,110,0.95,0.35,1,0.2,0.346653635276841,0.0845199730265396,1.44019869149833,0.723087918714392,0.259818381726178,0.0583901775251017,0.47,0.0207096327560121
"20051","50_110_0.95_0.35_1.5_0.2",50,110,0.95,0.35,1.5,0.2,0.450233956280684,0.0909023183592907,1.34775440153185,0.861528577782917,0.229210518905494,0.0627995698631042,0.48,0.0214993539954628
"20061","50_110_0.95_0.35_2_0.2",50,110,0.95,0.35,2,0.2,0.440331956431534,0.101159002751423,1.34293219507136,0.975843913585686,0.213853579761058,0.0591939614453308,0.476,0.0183303027798234
"20071","50_110_0.95_0.35_2.5_0.2",50,110,0.95,0.35,2.5,0.2,0.499961592147311,0.0669017416505331,0.567151804548752,0.433603668058768,0.128731419886707,0.0525406766195522,0.502,0.0277208305150557
"20081","50_110_0.95_0.35_3_0.2",50,110,0.95,0.35,3,0.2,0.540462342530685,0.0852364867365085,0.556182531520629,0.333988414576973,0.228312169654508,0.0484338035116004,0.494,0.028759539480164
"20091","50_110_0.95_0.35_3.5_0.2",50,110,0.95,0.35,3.5,0.2,0.388092584719567,0.0899587053782974,0.319853680647816,0.210907546755744,0.226183403753249,0.0586447526323847,0.472,0.0290898989723619
"20101","50_110_0.95_0.35_4_0.2",50,110,0.95,0.35,4,0.2,0.571770533868652,0.0521103595095682,1.40970272141659,0.967940560067116,0.284387103817844,0.056289832329079,0.46,0.0212916258968951
"20111","50_110_0.95_0.35_4.5_0.2",50,110,0.95,0.35,4.5,0.2,0.527055104155975,0.0579976006036573,0.927017939011493,0.741562473002726,0.277137216268095,0.0530403450401731,0.46,0.0293636207273937
"20121","50_110_0.95_0.35_5_0.2",50,110,0.95,0.35,5,0.2,0.386624778647779,0.0904224907379497,0.517513494239977,0.505930202491186,0.245515076587049,0.0663327494246034,0.49,0.0294014360949333
"20131","50_110_0.95_0.35_5.5_0.2",50,110,0.95,0.35,5.5,0.2,0.38378079039687,0.0902288188353773,1.79879225146487,0.886916155181495,0.107211798181796,0.0405659954546032,0.476,0.024
"20141","50_110_0.95_0.35_6_0.2",50,110,0.95,0.35,6,0.2,0.401808742303854,0.0745750913780984,1.00171789010747,0.794222068074356,0.222446637447012,0.0541290695271329,0.506,0.0115662343819317
"20151","50_110_0.95_0.35_0.01_0.25",50,110,0.95,0.35,0.01,0.25,0.220981208389854,0.0433476240282091,0.274654154219053,0.150652831631243,0.159250633883414,0.0375731884300795,0.394,0.030118285328204
"20161","50_110_0.95_0.35_0.5_0.25",50,110,0.95,0.35,0.5,0.25,0.271147510976884,0.0692363545979477,0.21113467260717,0.182640355913308,0.29732250683298,0.0411327648985749,0.486,0.0136788563524555
"20171","50_110_0.95_0.35_1_0.25",50,110,0.95,0.35,1,0.25,0.470217277084873,0.130256785710928,2.26577893356397,1.13880574066529,0.272372972531651,0.0567476598103439,0.514,0.0171399468429099
"20181","50_110_0.95_0.35_1.5_0.25",50,110,0.95,0.35,1.5,0.25,0.47936419399544,0.0664967832760683,0.0280797980538935,0.0182801124254861,0.272989787736215,0.062306716083964,0.46,0.0163299316185545
"20191","50_110_0.95_0.35_2_0.25",50,110,0.95,0.35,2,0.25,0.368925469998196,0.067239661620256,1.87584084452621,1.09185166528945,0.141444330617688,0.0416038050849586,0.454,0.017650936393165
"20201","50_110_0.95_0.35_2.5_0.25",50,110,0.95,0.35,2.5,0.25,0.528499518777156,0.0610492058284056,0.00508819849209791,0.00170992147564965,0.217766260070452,0.0539428215296803,0.494,0.0231036312682179
"20211","50_110_0.95_0.35_3_0.25",50,110,0.95,0.35,3,0.25,0.458755123790825,0.0468864897174674,0.380897561201788,0.284815096633143,0.24744098871011,0.0548023247583806,0.47,0.0123827837473378
"20221","50_110_0.95_0.35_3.5_0.25",50,110,0.95,0.35,3.5,0.25,0.574868357024069,0.0989059573046283,2.6110573399971,1.32022338689425,0.245930106095532,0.0564895538590501,0.516,0.0203960780543711
"20231","50_110_0.95_0.35_4_0.25",50,110,0.95,0.35,4,0.25,0.582559671460565,0.0550428636784102,0.121529432081891,0.120151484110626,0.214803512138234,0.0599642368579878,0.512,0.0181842422626478
