"","subID","N","sigma","H_true","H_subj","noise","lapse","H_subj_EST_avg","H_subj_EST_stder","noise_EST_avg","noise_EST_stder","lapse_EST_avg","lapse_EST_stder","pct_avg","pct_stder"
"157651","150_160_0.05_0.65_4.5_0",150,160,0.05,0.65,4.5,0,0.477938727811245,0.0531856418299144,0.337604028055345,0.294399616996864,0.196947360151929,0.0608735994097426,0.478,0.00819816299808742
"157661","150_160_0.05_0.65_5_0",150,160,0.05,0.65,5,0,0.487496602172309,0.0807323492061999,1.40233428824223,0.527572694672986,0.0913404944149231,0.0533108819705247,0.514666666666667,0.00755555555555557
"157671","150_160_0.05_0.65_5.5_0",150,160,0.05,0.65,5.5,0,0.541852149668082,0.109149887014618,2.75152027640485,1.15071070424949,0.250241481500766,0.0548796018047467,0.517333333333333,0.013003323411847
"157681","150_160_0.05_0.65_6_0",150,160,0.05,0.65,6,0,0.618759021190745,0.0877841194914447,0.352602868559704,0.177695271354978,0.232562964234958,0.0614883041410684,0.492,0.0115811681962626
"157691","150_160_0.05_0.65_0.01_0.05",150,160,0.05,0.65,0.01,0.05,0.649443400842117,0.00600967730716684,0.00653040956709557,0.00241585370928156,0.0488998292765128,0.00534744274144443,0.386666666666667,0.0143329026636418
"157701","150_160_0.05_0.65_0.5_0.05",150,160,0.05,0.65,0.5,0.05,0.749434862168631,0.051333538849482,0.921909426120962,0.443929857376052,0.106260798958084,0.0437139245672815,0.466666666666667,0.00651683479938452
"157711","150_160_0.05_0.65_1_0.05",150,160,0.05,0.65,1,0.05,0.496549454584244,0.0681490690962281,1.30028189209449,0.781200454790145,0.231590693751271,0.06566152942093,0.485333333333333,0.0155809316826294
"157721","150_160_0.05_0.65_1.5_0.05",150,160,0.05,0.65,1.5,0.05,0.761470991778696,0.075215610911339,1.48344264479962,0.753969951236198,0.239239093851374,0.0644980546531204,0.495333333333333,0.0101373286470729
"157731","150_160_0.05_0.65_2_0.05",150,160,0.05,0.65,2,0.05,0.528677809871737,0.099148462733183,2.10526940797786,0.923356686938178,0.237254117973411,0.0649034343634594,0.500666666666667,0.0159768350826833
"157741","150_160_0.05_0.65_2.5_0.05",150,160,0.05,0.65,2.5,0.05,0.693147208406879,0.0912174571265942,2.01322674320501,1.23157301963083,0.285492187990992,0.0562152600555748,0.488666666666667,0.0134824989441045
"157751","150_160_0.05_0.65_3_0.05",150,160,0.05,0.65,3,0.05,0.453346593427713,0.0795483539545823,0.923634373666603,0.662815772685389,0.338355572437981,0.0450992123392323,0.495333333333333,0.0107519736919138
"157761","150_160_0.05_0.65_3.5_0.05",150,160,0.05,0.65,3.5,0.05,0.360627746723166,0.0719877959166663,1.91086344350077,1.1365033876311,0.253059629181194,0.061592447545729,0.499333333333333,0.0137149103326306
"157771","150_160_0.05_0.65_4_0.05",150,160,0.05,0.65,4,0.05,0.590884237696695,0.0594575101601335,1.943408136551,0.817394196309471,0.222144663007916,0.0614268568457493,0.517333333333333,0.00889999306422254
"157781","150_160_0.05_0.65_4.5_0.05",150,160,0.05,0.65,4.5,0.05,0.528391682756096,0.0424905784489783,0.814217871815424,0.567482390022455,0.173423764080454,0.055930233656341,0.51,0.0123428391795545
"157791","150_160_0.05_0.65_5_0.05",150,160,0.05,0.65,5,0.05,0.488437276480614,0.0714188611464342,0.856267570948189,0.661058211565107,0.213243796864854,0.070908371724462,0.481333333333333,0.0171212091415629
"157801","150_160_0.05_0.65_5.5_0.05",150,160,0.05,0.65,5.5,0.05,0.566914472546959,0.102348843806801,1.49328557656351,0.945567572996627,0.209998041045979,0.0616134097718328,0.484666666666667,0.0169545507201888
"157811","150_160_0.05_0.65_6_0.05",150,160,0.05,0.65,6,0.05,0.421659127743441,0.0884938282706358,1.78235581321365,1.19439141274659,0.340979356217388,0.0500609383362989,0.482,0.00900205737801293
"157821","150_160_0.05_0.65_0.01_0.1",150,160,0.05,0.65,0.01,0.1,0.65546532786095,0.0087932541218437,0.0105697666864234,0.0049186294774069,0.099419826378348,0.00758275151464822,0.408666666666667,0.0085519472910639
"157831","150_160_0.05_0.65_0.5_0.1",150,160,0.05,0.65,0.5,0.1,0.635419126090125,0.0634077046135857,0.18206855062727,0.082601852814656,0.227875517259106,0.0610950998257081,0.468,0.0146666666666667
"157841","150_160_0.05_0.65_1_0.1",150,160,0.05,0.65,1,0.1,0.55466013518545,0.0703795003962353,0.769355484492648,0.493976919573804,0.150603343628981,0.0601496756698178,0.472666666666667,0.0127444008523908
"157851","150_160_0.05_0.65_1.5_0.1",150,160,0.05,0.65,1.5,0.1,0.63370634704354,0.0579122988615068,0.777404786968871,0.381185773225423,0.187777888303204,0.0683440486698735,0.485333333333333,0.0112348663642351
"157861","150_160_0.05_0.65_2_0.1",150,160,0.05,0.65,2,0.1,0.533081164710184,0.076357258827299,1.02728351935347,0.659324666782435,0.185219548733575,0.0685360665568866,0.493333333333333,0.0100860495270313
"157871","150_160_0.05_0.65_2.5_0.1",150,160,0.05,0.65,2.5,0.1,0.540177413232977,0.0955006922399151,2.28662940837247,1.0910323555989,0.215164461572014,0.0679002029791368,0.538666666666667,0.01519584088647
"157881","150_160_0.05_0.65_3_0.1",150,160,0.05,0.65,3,0.1,0.535932682828453,0.0348299144425135,0.00528243194711884,0.001795899198475,0.243833577197085,0.0613362022770948,0.491333333333333,0.0168376415462352
"157891","150_160_0.05_0.65_3.5_0.1",150,160,0.05,0.65,3.5,0.1,0.597989977284411,0.0847786369808768,1.57244382763767,0.677741759981551,0.219701092269464,0.0613659241047913,0.488666666666666,0.0115063053031108
"157901","150_160_0.05_0.65_4_0.1",150,160,0.05,0.65,4,0.1,0.520316967020557,0.074193670680739,0.454030024350523,0.308444397138505,0.343979615690032,0.0480928344047379,0.492,0.0112348663642351
"157911","150_160_0.05_0.65_4.5_0.1",150,160,0.05,0.65,4.5,0.1,0.572878430173875,0.085818013714299,1.41909771870935,0.838650668094641,0.133556320513445,0.0649695402853462,0.508,0.015098033556856
"157921","150_160_0.05_0.65_5_0.1",150,160,0.05,0.65,5,0.1,0.576647213059623,0.056968771684392,1.00958950187427,0.515248613882636,0.169050394462035,0.0561331879370894,0.506666666666667,0.00910840068085304
"157931","150_160_0.05_0.65_5.5_0.1",150,160,0.05,0.65,5.5,0.1,0.69887900929171,0.0768618756364456,2.96821855393478,1.23702815374157,0.207628651700095,0.0555270968343131,0.504666666666667,0.00825817963380533
"157941","150_160_0.05_0.65_6_0.1",150,160,0.05,0.65,6,0.1,0.59639753436558,0.0421864810669608,1.51510343142541,0.764804613228378,0.31349372810033,0.0483852058401113,0.480666666666667,0.0102535751067194
"157951","150_160_0.05_0.65_0.01_0.15",150,160,0.05,0.65,0.01,0.15,0.654934774779691,0.00884103623946091,0.0181967127419189,0.0047994216529725,0.136774246334008,0.0085266435813628,0.408666666666667,0.00968899082515184
"157961","150_160_0.05_0.65_0.5_0.15",150,160,0.05,0.65,0.5,0.15,0.645549148625015,0.0480563010235819,0.547281377254198,0.221707467567322,0.0857239298136547,0.0557995236859897,0.470666666666667,0.0121391113633313
"157971","150_160_0.05_0.65_1_0.15",150,160,0.05,0.65,1,0.15,0.572689625293428,0.0633098498465174,1.49619554857582,0.8909666592028,0.159555112359115,0.0562473681050406,0.492666666666667,0.0201341182088857
