subID,H_default,m_H,noise_in_DV,lapse_rate,LLRs,pcts_33,pcts_140
A2TT6FAIWFD25N,0.473924305055397,-0.0302455190845587,1.00723437853586,0.00289135660773618,757.927045997438,98.6666666666667,59.6828046744574
A37M4OVE9R80G,0.506511115714582,-0.00214424557146288,0.133359921541387,0.0102406908279747,297.321991243231,98.6644407345576,68.5
A39C1BN9ZSQ0R2,0.384092818532104,0.333423778370855,0.520109514614573,0.000100000380543716,371.376831044337,99.1666666666667,79.5492487479132
A3EGOFTCKJYGW,0.301409727374411,0.337285656191358,0.620732991407907,0.00761361305313784,466.088592845111,98.8333333333333,75.7095158597663
A3EQ6C5226X6XN,0.306666902240702,0.539386554875098,1.35763023596634,0.00010000021749287,608.647976586562,99.0818030050084,73
A3OLRWACCCCUTU,0.339802492932746,0.286201833729948,0.802381821548124,0.00587569976823235,573.252780414442,98.4974958263773,72.9166666666667
A5AGL4DPWPK5B,0.444199277588957,0.0851652790770007,0.364380094470623,0.00423605190746659,433.183386528125,98.9148580968281,71.5
A8TIL9U6YHG5,0.253174033893158,1.07578530917392,1.60770580068288,0.0132537599531952,583.146213973193,97.581317764804,78.3986655546288
A9MYC5IGQ2DO4,0.498043819334449,0.00752911896706341,0.0950773211347888,0.00239290984041767,166.565017236287,98.5809682804674,69.6666666666667
AAWX7QFQUNM6D,0.338567231510768,1.19202114173891,0.917747673515753,0.000100000399076867,206.037318149305,99.1652754590985,86.4166666666667
AE03LUY7RH400,0.210775782807528,0.407428086307026,0.759298422677998,0.00716791886866837,464.422969944758,98.1636060100167,75.0833333333333
AETIZKQNUSBLB,0.286503968362683,0.584743900964777,0.852289616001666,0.000100000462194721,395.967844581819,99.1652754590985,79.6666666666667
AJNQ2PBD07FKE,0.489203423199285,0.00220729841624029,0.0781662900745371,0.00185667149191341,139.152473955393,99.1652754590985,70.0833333333333
AJZBAP861F6X1,0.303005981263163,0.729992502516124,2.03151720849957,0.019999999654079,917.619270720033,93.9166666666667,70.3672787979967
AKX5RHHO8BIUX,0.485861609543243,-0.000869676599466774,0.136188025951057,0.0197688486318357,381.762266731023,98.0833333333333,68.1135225375626
AMC42JMQA8A5U,0.422669331681506,0.0840057202009645,0.417206792128068,0.00668620977140405,488.140503994776,98.6666666666667,70.2838063439065
AXQWKUJF7SQXP,0.36533879980438,0.15047891977121,0.624225830211104,0.00233330909115955,531.473181136624,98.5,70.1168614357262
AY45B0YHI4TUP,0.231030578881386,1.24409398657777,1.45664937666282,0.0199999515050601,595.281836285154,95.4924874791319,80.6666666666667
