ID,trial,block,sigma,H_true,H_subjective,noise_in_DV,lapse_rate,pct
A31YZ8JR422KFR,T2,2,140,0.05,0.501923716770703,0.033198922369351,1.00106389444817e-07,70.5
A31YZ8JR422KFR,T2,4,140,0.2,0.483707077247602,0.0880499614505185,1.02772768452784e-07,68.5
A31YZ8JR422KFR,T2,3,33,0.2,0.33554675409394,0.0298357932996996,0.00999999407955745,98
A31YZ8JR422KFR,T2,1,33,0.05,0.618870645683259,0.00420202389130264,1.1000829458411e-07,98.5
A31YZ8JR422KFR,T2,5,33,0.95,0.844061269860983,0.0835260778866656,0.00999999973843481,99
A37M4OVE9R80G,T1,3,33,0.2,0.252831635805724,0.64390393626344,1.02074169560231e-07,98.9949748743718
A37M4OVE9R80G,T1,1,33,0.05,0.618870645683259,0.00420202389130264,1.1000829458411e-07,98.5
A37M4OVE9R80G,T1,5,33,0.95,0.768402693869836,0.0651457756354021,1.01999999247e-07,100
A37M4OVE9R80G,T1,6,140,0.95,0.513132477432582,0.143248315520592,1.06127421237876e-07,69.5
A37M4OVE9R80G,T1,2,140,0.05,0.493115641373904,0.135325211581652,0.0137490759296474,70
A37M4OVE9R80G,T1,4,140,0.2,0.519666822366864,0.136730820505084,0.0146931065387822,67.5
A37M4OVE9R80G,T2,3,33,0.2,0.335524327396342,0.0296505077767508,0.00502511982002703,98.4924623115578
A37M4OVE9R80G,T2,1,33,0.05,0.338020642350172,0.044070713405111,0.00999999375614617,98
A37M4OVE9R80G,T2,5,33,0.95,0.273991504819364,0.0346574883256958,0.0149999936385693,98
A37M4OVE9R80G,T2,6,140,0.95,0.496266858358924,0.106343291991512,0.0142776585219108,66
A37M4OVE9R80G,T2,2,140,0.05,0.507539261342774,0.0912970876525556,0.0502155489120755,70.5
A37M4OVE9R80G,T2,4,140,0.2,0.509103977604313,0.165761831584546,1.31471547442893e-07,67.5
A37Y5CTJ8HCQER,T1,6,140,0.95,0.261785186418243,3.91228251401475,0.49999981718166,48.7437185929648
A37Y5CTJ8HCQER,T1,2,140,0.05,0.957435762938072,4.61064191084406,0.499998166035726,49.5
A37Y5CTJ8HCQER,T1,4,140,0.2,0.537552149651794,3.27398916957811,0.49999970394236,37
A37Y5CTJ8HCQER,T1,3,33,0.2,4.90366637084519e-06,0.0271708367629624,0.389999993957299,57
A37Y5CTJ8HCQER,T1,1,33,0.05,0.998829153752616,0.00142829722382183,0.429999881907502,54
A37Y5CTJ8HCQER,T1,5,33,0.95,0.603289215810292,0.522789733844717,0.00506283334099953,99
A37Y5CTJ8HCQER,T2,6,140,0.95,0.503501123853838,0.419124680815805,0.00931614130435336,64.321608040201
A37Y5CTJ8HCQER,T2,2,140,0.05,0.52503890891772,0.281737802314533,1.04734628857108e-07,67
A37Y5CTJ8HCQER,T2,4,140,0.2,0.580047404156368,0.438493045976031,1.09123979297792e-07,64.5
A37Y5CTJ8HCQER,T2,3,33,0.2,0.497081689862051,0.00822790350964142,1.09999998248048e-07,98.5
A37Y5CTJ8HCQER,T2,1,33,0.05,0.540405101749442,0.450959233044017,1.10187880879473e-07,98.5
A37Y5CTJ8HCQER,T2,5,33,0.95,0.228586573334463,0.0309170773896867,1.0999993535512e-07,99.5
A39C1BN9ZSQ0R2,T1,2,140,0.05,0.241299344852362,0.398569009584206,0.0248194698156163,83.9195979899498
A39C1BN9ZSQ0R2,T1,4,140,0.2,0.23074812072188,0.454851066638764,0.027258252905529,71.5
A39C1BN9ZSQ0R2,T1,6,140,0.95,0.479945426664399,0.124610210059197,0.00590456028072823,67.5
A39C1BN9ZSQ0R2,T1,1,33,0.05,0.294024308542862,0.0428684325330159,1.01999999833203e-07,99
A39C1BN9ZSQ0R2,T1,3,33,0.2,0.497081689862051,0.00822790350964142,1.09999998248048e-07,98.5
A39C1BN9ZSQ0R2,T1,5,33,0.95,0.768402693869836,0.0651457756354021,1.01999999247e-07,100
A39C1BN9ZSQ0R2,T2,2,140,0.05,0.128624233548673,0.629508721951965,1.09640058338212e-07,90.9547738693467
A39C1BN9ZSQ0R2,T2,4,140,0.2,0.187061948995209,0.760771041774193,1.08522204912072e-07,75
A39C1BN9ZSQ0R2,T2,6,140,0.95,0.955340279476804,0.358732354214152,0.0920932305522346,88.5
A39C1BN9ZSQ0R2,T2,1,33,0.05,0.294024308542862,0.0428684325330159,1.01999999833203e-07,99
A39C1BN9ZSQ0R2,T2,3,33,0.2,0.0980671082091045,0.692880062235497,1.02069663599223e-07,99
A39C1BN9ZSQ0R2,T2,5,33,0.95,0.228586573334463,0.0309170773896867,1.0999993535512e-07,99.5
A3EGOFTCKJYGW,T1,6,140,0.95,0.521441140297434,0.149110827148271,1.15070675518008e-07,67.3366834170854
A3EGOFTCKJYGW,T1,2,140,0.05,0.111553583212228,0.688950687913081,0.0366926345603714,88.5
A3EGOFTCKJYGW,T1,4,140,0.2,0.00108344619179799,2.78464351786987,7.33947972805337e-07,68
A3EGOFTCKJYGW,T1,3,33,0.2,0.500004294416646,0.00732694126253403,0.00499999381270214,98
A3EGOFTCKJYGW,T1,1,33,0.05,0.294024308542862,0.0428684325330159,1.01999999833203e-07,99
A3EGOFTCKJYGW,T1,5,33,0.95,0.757417982587011,1.54718038832942,1.03987765173349e-07,99
A3EGOFTCKJYGW,T2,6,140,0.95,0.46290761209082,0.0902839621588277,0.0133248278804442,66.3316582914573
A3EGOFTCKJYGW,T2,2,140,0.05,0.107734201018103,0.655268187074338,0.0386061698912119,88.5
A3EGOFTCKJYGW,T2,4,140,0.2,0.128163530954208,0.855312469948284,8.03923820391352e-07,75.5
A3EGOFTCKJYGW,T2,3,33,0.2,0.497081689862051,0.00822790350964142,1.09999998248048e-07,98.5
A3EGOFTCKJYGW,T2,1,33,0.05,0.294024308542862,0.0428684325330159,1.01999999833203e-07,99
A3EGOFTCKJYGW,T2,5,33,0.95,0.81127935415152,0.103167783133916,0.00500209130502877,99.5
A3EQ6C5226X6XN,T1,3,33,0.2,0.496754092725566,0.00773850345387146,1.02010050462262e-07,98.4924623115578
A3EQ6C5226X6XN,T1,1,33,0.05,0.198509849379927,0.952658701518076,1.02068833267075e-07,99
A3EQ6C5226X6XN,T1,5,33,0.95,0.602925101781917,0.524002693254529,1.10126006745183e-07,99.5
A3EQ6C5226X6XN,T1,6,140,0.95,0.78904506440373,1.24350021875562,1.88470378157637e-07,67.5
A3EQ6C5226X6XN,T1,2,140,0.05,0.16626603218582,0.127218152810924,0.215565572949377,76
A3EQ6C5226X6XN,T1,4,140,0.2,0.137137667419254,1.20958838361651,1.0766163499978e-07,66
A3EQ6C5226X6XN,T2,3,33,0.2,0.496754092725566,0.00773850345387146,1.02010050462262e-07,98.4924623115578
A3EQ6C5226X6XN,T2,1,33,0.05,0.294024308542862,0.0428684325330159,1.01999999833203e-07,99
A3EQ6C5226X6XN,T2,5,33,0.95,0.768402693869836,0.0651457756354021,1.01999999247e-07,100
A3EQ6C5226X6XN,T2,6,140,0.95,0.966040389450207,0.34280928516289,0.251427978029453,73.5
A3EQ6C5226X6XN,T2,2,140,0.05,0.113344761136275,1.17060056169057,2.12849233047312e-07,80.5
A3EQ6C5226X6XN,T2,4,140,0.2,0.183202632577567,0.797211230606581,0.0921422588111137,74.5
A3G0Q633CHZ92L,T1,2,140,0.05,0.231763364485192,0.633735683391874,0.0469158034023967,78.391959798995
A3G0Q633CHZ92L,T1,4,140,0.2,0.228283873787406,0.725371435461704,0.0097889315545437,72
A3G0Q633CHZ92L,T1,6,140,0.95,0.425324530530619,0.62505590909471,0.0421522033594988,58.5
A3G0Q633CHZ92L,T1,1,33,0.05,0.00586631338079967,2.22952515155023,1.02260526925657e-07,98
A3G0Q633CHZ92L,T1,3,33,0.2,0.407312994299694,0.653775570899019,1.02098729240876e-07,98
A3G0Q633CHZ92L,T1,5,33,0.95,0.396472527750481,0.400079702135218,1.02029355577351e-07,99
A3G0Q633CHZ92L,T2,2,140,0.05,0.148157653266411,0.545343826534007,0.100671447114293,84.9246231155779
A3G0Q633CHZ92L,T2,4,140,0.2,0.184015064031001,0.845319975114975,1.05633088900079e-07,74.5
A3G0Q633CHZ92L,T2,6,140,0.95,0.662552033842784,0.569272694746626,1.69398600445185e-07,77.5
A3G0Q633CHZ92L,T2,1,33,0.05,0.337288103610464,0.0444458907323998,0.00499999409724552,99.5
A3G0Q633CHZ92L,T2,3,33,0.2,0.103272419000284,0.051273275901941,0.00499999412697066,99
A3G0Q633CHZ92L,T2,5,33,0.95,0.848389046439287,0.078402202477826,0.00499999411358251,99.5
A3G9XIQD7RFDEK,T1,6,140,0.95,0.476553183105476,0.0981925962090273,0.0142091142496573,67.3366834170854
A3G9XIQD7RFDEK,T1,2,140,0.05,0.457640267118972,0.108059740205076,0.0335214133999131,71.5
A3G9XIQD7RFDEK,T1,4,140,0.2,0.000324759740028056,3.89629067931187,1.21228846967929e-07,68
A3G9XIQD7RFDEK,T1,3,33,0.2,0.497081689862051,0.00822790350964142,1.09999998248048e-07,98.5
A3G9XIQD7RFDEK,T1,1,33,0.05,0.294024308542862,0.0428684325330159,1.01999999833203e-07,99
A3G9XIQD7RFDEK,T1,5,33,0.95,0.602925101781917,0.524002693254529,1.10126006745183e-07,99.5
A3G9XIQD7RFDEK,T2,6,140,0.95,0.462228550600139,0.230379475839719,1.04900505482201e-07,66.3316582914573
A3G9XIQD7RFDEK,T2,2,140,0.05,0.118948755730165,0.834302049777714,0.0119751510564871,86
A3G9XIQD7RFDEK,T2,4,140,0.2,0.000486418409865393,3.98912063943419,5.0894536165702e-07,73.5
A3G9XIQD7RFDEK,T2,3,33,0.2,0.497081689862051,0.00822790350964142,1.09999998248048e-07,98.5
A3G9XIQD7RFDEK,T2,1,33,0.05,0.294024308542862,0.0428684325330159,1.01999999833203e-07,99
A3G9XIQD7RFDEK,T2,5,33,0.95,0.768402693869836,0.0651457756354021,1.01999999247e-07,100
A3HTLXAPOBCVVO,T1,2,140,0.05,0.484032465847493,0.124121508634164,0.00685760779936416,69.3467336683417
A3HTLXAPOBCVVO,T1,4,140,0.2,0.426711007852209,0.225599261018099,1.19030976652987e-07,72.5
A3HTLXAPOBCVVO,T1,6,140,0.95,0.423650268999704,0.192366448297757,0.023414384076526,63.5
A3HTLXAPOBCVVO,T1,1,33,0.05,0.680146331094287,0.0123875309504794,1.09999998637462e-07,98
A3HTLXAPOBCVVO,T1,3,33,0.2,0.577651911517052,0.396879608688895,0.00515613703804157,97.5
A3HTLXAPOBCVVO,T1,5,33,0.95,0.228586573334463,0.0309170773896867,1.0999993535512e-07,99.5
A3HTLXAPOBCVVO,T2,2,140,0.05,0.475542623351182,0.177769101188444,1.10587838836691e-07,69.3467336683417
A3HTLXAPOBCVVO,T2,4,140,0.2,0.437094615890002,0.178008492875852,1.03218723530347e-07,73
A3HTLXAPOBCVVO,T2,6,140,0.95,0.464871860639741,0.124161152698762,1.14617973755689e-07,64
A3HTLXAPOBCVVO,T2,1,33,0.05,0.540405101749442,0.450959233044017,1.10187880879473e-07,98.5
A3HTLXAPOBCVVO,T2,3,33,0.2,0.61591617194038,0.0179391686929967,0.00499999376452309,97.5
A3HTLXAPOBCVVO,T2,5,33,0.95,0.768402693869836,0.0651457756354021,1.01999999247e-07,100
A3IHLWMZNBLUR4,T1,1,33,0.05,0.683523084602902,0.366328902765254,1.00102465348219e-07,97.9899497487437
A3IHLWMZNBLUR4,T1,3,33,0.2,0.497081689862051,0.00822790350964142,1.09999998248048e-07,98.5
A3IHLWMZNBLUR4,T1,5,33,0.95,0.602925101781917,0.524002693254529,1.10126006745183e-07,99.5
A3IHLWMZNBLUR4,T1,2,140,0.05,0.512650236798846,0.112072521689961,0.0116943019636737,67
A3IHLWMZNBLUR4,T1,4,140,0.2,0.289230983712427,0.000604741681013116,0.225000003263825,63
A3IHLWMZNBLUR4,T1,6,140,0.95,0.235070656559218,3.5626777785902,0.499999990050182,34
A3IHLWMZNBLUR4,T2,1,33,0.05,0.32746914409535,4.06897125995595,0.499999993751445,1.50753768844221
A3IHLWMZNBLUR4,T2,3,33,0.2,0.512949609278255,1.86672978468976,0.499999994476143,3
A3IHLWMZNBLUR4,T2,5,33,0.95,0.474635163104944,6.09489361583017,0.49999878945231,18.5
A3IHLWMZNBLUR4,T2,2,140,0.05,0.473517137642025,0.136287277530568,1.00141612538245e-07,70
A3IHLWMZNBLUR4,T2,4,140,0.2,0.440833654052001,0.0766634059614642,0.0134196799182716,69
A3IHLWMZNBLUR4,T2,6,140,0.95,0.461697989597102,0.106546464632995,0.0139501760609839,66
A3KCWV8TW3Q71L,T1,1,33,0.05,0.365406501026317,1.46073444150153,1.02341339174472e-07,97.9899497487437
A3KCWV8TW3Q71L,T1,3,33,0.2,0.209926180273263,0.874575116038499,0.0104894557155227,97.5
A3KCWV8TW3Q71L,T1,5,33,0.95,0.842353494826447,0.104800785456303,0.0100001517195733,99
A3KCWV8TW3Q71L,T1,2,140,0.05,0.447420468965296,0.193606843405969,0.0104295002863126,71
A3KCWV8TW3Q71L,T1,4,140,0.2,0.401214609134467,0.131975193194291,1.02848540402064e-07,73
A3KCWV8TW3Q71L,T1,6,140,0.95,0.504095345711386,0.224502035216536,0.03665274352937,62.5
A3KCWV8TW3Q71L,T2,1,33,0.05,0.683523084602902,0.366328902765254,1.00102465348219e-07,97.9899497487437
A3KCWV8TW3Q71L,T2,3,33,0.2,0.335552534015134,0.0292976613898469,0.0150000009877558,97.5
A3KCWV8TW3Q71L,T2,5,33,0.95,0.603289171340744,0.522789556073116,0.00506283125739096,99
A3KCWV8TW3Q71L,T2,2,140,0.05,0.420868420000989,0.117865202945842,0.0192766436568226,70.5
A3KCWV8TW3Q71L,T2,4,140,0.2,0.422639420298244,0.176503136469358,0.0114018865369706,69.5
A3KCWV8TW3Q71L,T2,6,140,0.95,0.471138861318285,0.16164020012897,0.0699378838188257,69
A3N21HBZFYFEXJ,T1,3,33,0.2,0.695608986376987,1.48844783517169e-06,0.00502512681445993,96.9849246231156
A3N21HBZFYFEXJ,T1,1,33,0.05,0.540405101749442,0.450959233044017,1.10187880879473e-07,98.5
A3N21HBZFYFEXJ,T1,5,33,0.95,0.272846408291715,0.0348102753363926,0.00499999389308148,99
A3N21HBZFYFEXJ,T1,6,140,0.95,0.497542456755414,0.091844379448831,0.006967120371839,67
A3N21HBZFYFEXJ,T1,2,140,0.05,0.275341690132464,0.00127330467924777,0.220000001626228,76
A3N21HBZFYFEXJ,T1,4,140,0.2,0.000548344963664311,3.97614266814006,8.06725161249083e-06,68.5
A3N21HBZFYFEXJ,T2,3,33,0.2,0.665452709746032,0.936612005323283,0.0323658063702866,93.9698492462311
A3N21HBZFYFEXJ,T2,1,33,0.05,0.597873197938837,0.829327210845705,0.00526647458128312,97.5
A3N21HBZFYFEXJ,T2,5,33,0.95,0.603289189436263,0.522789658777869,0.00506283334223309,99
A3N21HBZFYFEXJ,T2,6,140,0.95,0.499510413576181,0.405702193159112,0.098191571364528,61.5
A3N21HBZFYFEXJ,T2,2,140,0.05,0.11426171490824,0.719603185176528,0.0168255239190095,87.5
A3N21HBZFYFEXJ,T2,4,140,0.2,0.0718997655601154,1.39390271184998,1.0848720183667e-07,68.5
A3N5P5VO81FIJ6,T1,6,140,0.95,0.474561944103915,0.19899126032013,0.0665076364717243,62.8140703517588
A3N5P5VO81FIJ6,T1,2,140,0.05,0.489230191183716,0.202997798638199,0.0296438573027536,73.5
A3N5P5VO81FIJ6,T1,4,140,0.2,0.30285824375893,0.369174785689218,0.0251820061854712,71
A3N5P5VO81FIJ6,T1,3,33,0.2,0.499999730152554,0.00806192750976292,0.0149999990320965,97
A3N5P5VO81FIJ6,T1,1,33,0.05,0.294024308542862,0.0428684325330159,1.01999999833203e-07,99
A3N5P5VO81FIJ6,T1,5,33,0.95,0.228586573334463,0.0309170773896867,1.0999993535512e-07,99.5
A3N5P5VO81FIJ6,T2,6,140,0.95,0.472091873000589,0.252224239739655,0.0188018511635016,64.8241206030151
A3N5P5VO81FIJ6,T2,2,140,0.05,0.416656401099776,0.184877046395082,0.0387307867157795,72.5
A3N5P5VO81FIJ6,T2,4,140,0.2,0.19735823249772,0.453800235340919,1.08743503645723e-07,72
A3N5P5VO81FIJ6,T2,3,33,0.2,0.50000080508793,0.00732574570584284,0.00499999431361933,98
A3N5P5VO81FIJ6,T2,1,33,0.05,0.294024308542862,0.0428684325330159,1.01999999833203e-07,99
A3N5P5VO81FIJ6,T2,5,33,0.95,0.272558760181322,0.034844049997484,0.0049999937679544,99
A3O6D3HPXD0H8I,T1,3,33,0.2,0.271858795848701,0.0147099338745208,1.10053783826896e-07,98.9949748743718
A3O6D3HPXD0H8I,T1,1,33,0.05,0.294024308542862,0.0428684325330159,1.01999999833203e-07,99
A3O6D3HPXD0H8I,T1,5,33,0.95,0.272616429255772,0.0348099153101127,0.00499999379260463,99
A3O6D3HPXD0H8I,T1,6,140,0.95,0.410112837040967,0.431121401840608,1.38580959684845e-07,62.5
A3O6D3HPXD0H8I,T1,2,140,0.05,0.373001976461204,0.304532805127833,1.05591661684221e-07,71
A3O6D3HPXD0H8I,T1,4,140,0.2,0.283855016142746,0.320865275127573,0.00214121668276913,70
A3O6D3HPXD0H8I,T2,6,140,0.95,0.359667821871171,0.250357221909746,6.80965461108593e-07,65.8291457286432
A3O6D3HPXD0H8I,T2,2,140,0.05,0.220344172484799,0.308863932328399,1.06646219385642e-07,72.5
A3O6D3HPXD0H8I,T2,4,140,0.2,0.342012420626847,0.291089332852892,0.0059776347387791,74
A3O6D3HPXD0H8I,T2,3,33,0.2,0.150637544235491,0.0291390667219371,1.02000000667352e-07,99.5
A3O6D3HPXD0H8I,T2,1,33,0.05,0.294024308542862,0.0428684325330159,1.01999999833203e-07,99
A3O6D3HPXD0H8I,T2,5,33,0.95,0.228586573334463,0.0309170773896867,1.0999993535512e-07,99.5
A3OLRWACCCCUTU,T1,3,33,0.2,0.50000224041792,0.0073330342270558,0.010050245040265,97.4874371859297
A3OLRWACCCCUTU,T1,1,33,0.05,0.618870645683259,0.00420202389130264,1.1000829458411e-07,98.5
A3OLRWACCCCUTU,T1,5,33,0.95,0.768402693869836,0.0651457756354021,1.01999999247e-07,100
A3OLRWACCCCUTU,T1,6,140,0.95,0.52488342069006,0.0360253089482936,0.0769486449085195,67
A3OLRWACCCCUTU,T1,2,140,0.05,0.12880206819815,0.787911525095696,0.0587395456695951,81
A3OLRWACCCCUTU,T1,4,140,0.2,0.452258360240958,0.228129424345207,0.212894274450873,66.5
A3OLRWACCCCUTU,T2,3,33,0.2,0.496754092725566,0.00773850345387146,1.02010050462262e-07,98.4924623115578
A3OLRWACCCCUTU,T2,1,33,0.05,0.58522085896827,0.0111164380820644,0.00499999412782955,98
A3OLRWACCCCUTU,T2,5,33,0.95,0.603655014299801,0.521573603730468,0.0101253465528212,98.5
A3OLRWACCCCUTU,T2,6,140,0.95,0.483475712993007,0.114180239788109,0.102430502020531,67.5
A3OLRWACCCCUTU,T2,2,140,0.05,0.205127088449579,0.659544798440453,0.0231533892822234,85
A3OLRWACCCCUTU,T2,4,140,0.2,0.0657522848718141,1.30852856730143,1.09233381065014e-07,70.5
A3OOD9IMOHPPFQ,T1,2,140,0.05,0.432442216545401,0.120622867060998,1.03242119504747e-07,71.8592964824121
A3OOD9IMOHPPFQ,T1,4,140,0.2,0.442242938473553,0.119274133904917,1.13430686985327e-07,71.5
A3OOD9IMOHPPFQ,T1,6,140,0.95,0.466245503584609,0.11885959305986,1.14538547463124e-07,66.5
A3OOD9IMOHPPFQ,T1,1,33,0.05,0.618870645683259,0.00420202389130264,1.1000829458411e-07,98.5
A3OOD9IMOHPPFQ,T1,3,33,0.2,0.497081689862051,0.00822790350964142,1.09999998248048e-07,98.5
A3OOD9IMOHPPFQ,T1,5,33,0.95,0.603351930995157,0.52313585095004,0.00506259550322908,99
A3OOD9IMOHPPFQ,T2,2,140,0.05,0.367357702519,0.152732882917108,0.0072936336706042,70.8542713567839
A3OOD9IMOHPPFQ,T2,4,140,0.2,0.34900133711742,0.109832387781691,0.0143340408167173,69
A3OOD9IMOHPPFQ,T2,6,140,0.95,0.358768622859429,0.183789496112236,0.0340157277852388,62
A3OOD9IMOHPPFQ,T2,1,33,0.05,0.294024308542862,0.0428684325330159,1.01999999833203e-07,99
A3OOD9IMOHPPFQ,T2,3,33,0.2,0.150637544235491,0.0291390667219371,1.02000000667352e-07,99.5
A3OOD9IMOHPPFQ,T2,5,33,0.95,0.603289219271838,0.522789756795045,0.00506283331597553,99
A4T7PYGN1BE2P,T1,3,33,0.2,0.496754092725566,0.00773850345387146,1.02010050462262e-07,98.4924623115578
A4T7PYGN1BE2P,T1,1,33,0.05,0.618870645683259,0.00420202389130264,1.1000829458411e-07,98.5
A4T7PYGN1BE2P,T1,5,33,0.95,0.768402693869836,0.0651457756354021,1.01999999247e-07,100
A4T7PYGN1BE2P,T1,6,140,0.95,0.501639923887591,0.0813490494726503,0.00708582760509198,68.5
A4T7PYGN1BE2P,T1,2,140,0.05,0.489908816169808,0.00103429685410333,0.0399999924887894,69
A4T7PYGN1BE2P,T1,4,140,0.2,0.509481705852973,0.110334434174958,0.0132397682427462,71.5
'A4T7PYGN1BE2P',T2,3,33,0.2,0.496754092725566,0.00773850345387146,1.02010050462262e-07,98.4924623115578
'A4T7PYGN1BE2P',T2,1,33,0.05,0.618870645683259,0.00420202389130264,1.1000829458411e-07,98.5
'A4T7PYGN1BE2P',T2,5,33,0.95,0.768402693869836,0.0651457756354021,1.01999999247e-07,100
'A4T7PYGN1BE2P',T2,6,140,0.95,0.467900251879881,0.133928648193868,0.0147503797345188,67.5
'A4T7PYGN1BE2P',T2,2,140,0.05,0.559056196954432,0.0905288756324222,0.013162530830541,69.5
'A4T7PYGN1BE2P',T2,4,140,0.2,0.561696742875141,0.11897066939908,1.00142964678978e-07,66
A5AGL4DPWPK5B,T1,3,33,0.2,0.496754092725566,0.00773850345387146,1.02010050462262e-07,98.4924623115578
A5AGL4DPWPK5B,T1,1,33,0.05,0.539600149161408,0.450312690390563,0.00509378832624592,98
A5AGL4DPWPK5B,T1,5,33,0.95,0.196284845972514,0.556938723986577,1.02112053378249e-07,99
A5AGL4DPWPK5B,T1,6,140,0.95,0.487753823432244,0.121688853874157,1.14267475483647e-07,72
A5AGL4DPWPK5B,T1,2,140,0.05,0.506429101964014,0.0700114232058064,1.13000862866619e-07,70.5
A5AGL4DPWPK5B,T1,4,140,0.2,0.527198010408915,0.196151480930621,1.25532044186336e-07,66.5
A5AGL4DPWPK5B,T2,3,33,0.2,0.334846764186177,0.0296177146512002,0.00502511977947523,98.4924623115578
A5AGL4DPWPK5B,T2,1,33,0.05,0.0487781574958474,0.0994792119026568,1.01999999914725e-07,99.5
A5AGL4DPWPK5B,T2,5,33,0.95,0.768402693869836,0.0651457756354021,1.01999999247e-07,100
A5AGL4DPWPK5B,T2,6,140,0.95,0.452020971207959,0.167062155411126,1.17098835477325e-07,68.5
A5AGL4DPWPK5B,T2,2,140,0.05,0.285995364370162,0.474874623400687,1.48344747546011e-07,84.5
A5AGL4DPWPK5B,T2,4,140,0.2,0.0645886164724467,1.28945225452235,6.85806809302619e-07,67
A8TIL9U6YHG5,T1,3,33,0.2,0.500002900111724,0.00807583647185502,0.0402010052596558,94.4723618090452
A8TIL9U6YHG5,T1,1,33,0.05,0.585135542547447,0.0109909700793509,0.00999999402144909,97.5
A8TIL9U6YHG5,T1,5,33,0.95,0.396070068570603,0.398406546335079,0.00507323876756371,98.5
A8TIL9U6YHG5,T1,6,140,0.95,0.969294622078019,1.25482716512317,1.23288346763101e-07,82
A8TIL9U6YHG5,T1,2,140,0.05,0.0987699759597097,0.889472308970787,0.0738149322683059,82
A8TIL9U6YHG5,T1,4,140,0.2,0.000350126968263837,5.58153326214659,9.09389609284519e-07,67.5
A8TIL9U6YHG5,T2,6,140,0.95,0.988215191936486,1.05578390863835,1.43009770737459e-07,83.4170854271357
A8TIL9U6YHG5,T2,2,140,0.05,0.0726260089704814,0.605924760428159,0.0819379446435225,84
A8TIL9U6YHG5,T2,4,140,0.2,0.00112249315439319,3.8813258158872,1.13956263371087e-07,71.5
A8TIL9U6YHG5,T2,3,33,0.2,0.0980527509633834,0.686517379382899,0.00517231765367899,98.5
A8TIL9U6YHG5,T2,1,33,0.05,0.337264177262141,0.044438051352285,0.00499999407762571,98.5
A8TIL9U6YHG5,T2,5,33,0.95,0.273628248171303,0.0348089931374723,0.0149999937527075,98
A9MYC5IGQ2DO4,T1,3,33,0.2,0.500042568536589,0.0073187618174028,0.0100502451074053,97.4874371859297
A9MYC5IGQ2DO4,T1,1,33,0.05,0.645852196793705,0.647073111145253,1.00104612772894e-07,98
A9MYC5IGQ2DO4,T1,5,33,0.95,0.768402693869836,0.0651457756354021,1.01999999247e-07,100
A9MYC5IGQ2DO4,T1,6,140,0.95,0.5091360191032,0.0596577742897686,1.00121998155118e-07,71
A9MYC5IGQ2DO4,T1,2,140,0.05,0.493193118919973,0.023346743471612,0.00526467735510063,70.5
A9MYC5IGQ2DO4,T1,4,140,0.2,0.474639074102181,0.119690827613694,1.14180666234305e-07,68.5
A9MYC5IGQ2DO4,T2,3,33,0.2,0.496754092725566,0.00773850345387146,1.02010050462262e-07,98.4924623115578
A9MYC5IGQ2DO4,T2,1,33,0.05,0.618870645683259,0.00420202389130264,1.1000829458411e-07,98.5
A9MYC5IGQ2DO4,T2,5,33,0.95,0.687398050891463,1.37892981263924,1.00537488107397e-07,99
A9MYC5IGQ2DO4,T2,6,140,0.95,0.506511958541716,0.112928173543294,1.00142000333285e-07,67.5
A9MYC5IGQ2DO4,T2,2,140,0.05,0.434673700175186,0.098483645537278,1.01031204521476e-07,71.5
A9MYC5IGQ2DO4,T2,4,140,0.2,0.490822153322468,0.0555148008674926,0.0046746096031933,69
AAWX7QFQUNM6D,T1,1,33,0.05,0.294021051904144,0.0428668146725705,1.02010050085507e-07,98.9949748743718
AAWX7QFQUNM6D,T1,3,33,0.2,0.271859359134243,0.0147143187088855,1.10003494062918e-07,99
AAWX7QFQUNM6D,T1,5,33,0.95,0.768402693869836,0.0651457756354021,1.01999999247e-07,100
AAWX7QFQUNM6D,T1,2,140,0.05,0.112190214583106,0.771047865197996,0.01653917689732,90.5
AAWX7QFQUNM6D,T1,4,140,0.2,0.110721048395685,1.02701598509663,1.06993027797136e-07,75.5
AAWX7QFQUNM6D,T1,6,140,0.95,0.954849374315444,0.424809745278528,0.0584213062747152,91.5
AAWX7QFQUNM6D,T2,1,33,0.05,0.294021051904144,0.0428668146725705,1.02010050085507e-07,98.9949748743718
AAWX7QFQUNM6D,T2,3,33,0.2,0.271859359134243,0.0147143187088855,1.10003494062918e-07,99
AAWX7QFQUNM6D,T2,5,33,0.95,0.396472527750481,0.400079702135218,1.02029355577351e-07,99
AAWX7QFQUNM6D,T2,2,140,0.05,0.105245993683756,0.708360178430499,0.0184868409222586,93.5
AAWX7QFQUNM6D,T2,4,140,0.2,0.0908070876170722,1.19282965580468,8.0817879549997e-07,74.5
AAWX7QFQUNM6D,T2,6,140,0.95,0.954630181742092,0.441219485924898,0.0268822231006422,93
AE03LUY7RH400,T1,1,33,0.05,0.550914980468441,0.821418961827029,0.022077557546881,95.9798994974874
AE03LUY7RH400,T1,3,33,0.2,0.497081689862051,0.00822790350964142,1.09999998248048e-07,98.5
AE03LUY7RH400,T1,5,33,0.95,0.768402693869836,0.0651457756354021,1.01999999247e-07,100
AE03LUY7RH400,T1,2,140,0.05,0.155787840047989,0.892117936253429,0.0164493088265054,84
AE03LUY7RH400,T1,4,140,0.2,0.0871591120030875,1.41075303294369,1.14172949660913e-07,74
AE03LUY7RH400,T1,6,140,0.95,0.577102652216451,0.4441853584467,0.058575075084979,64.5
