ID,trial,block,sigma,H_true,H_subjective,noise_in_DV,lapse_rate,pct
A1PAR1TMKFPKQE,T2,4,140,0.2,0.186157443442939,0.592438391169645,1.78208407104421e-07,76
A1PAR1TMKFPKQE,T2,6,140,0.95,0.42694652409154,0.121646496308066,0.00706595933194791,64.5
A1PAR1TMKFPKQE,T2,1,33,0.05,0.618870645683259,0.00420202389130264,1.1000829458411e-07,98.5
A1PAR1TMKFPKQE,T2,3,33,0.2,0.497081689862051,0.00822790350964142,1.09999998248048e-07,98.5
A1PAR1TMKFPKQE,T2,5,33,0.95,0.768402693869836,0.0651457756354021,1.01999999247e-07,100
A1S34BUFNQ33SQ,T1,2,140,0.05,0.464182293830983,0.181487494200147,0.0350070987022201,72.3618090452261
A1S34BUFNQ33SQ,T1,4,140,0.2,0.462399102197922,0.155389716559734,1.03384968733316e-07,68.5
A1S34BUFNQ33SQ,T1,6,140,0.95,0.457218233329943,0.128851036483608,0.0354744182814891,67
A1S34BUFNQ33SQ,T1,1,33,0.05,0.294024308542862,0.0428684325330159,1.01999999833203e-07,99
A1S34BUFNQ33SQ,T1,3,33,0.2,0.198228725485739,0.999287497554259,1.02160440438278e-07,99.5
A1S34BUFNQ33SQ,T1,5,33,0.95,0.813132879615348,1.38961319737676,0.0195097283213677,97.5
A1S34BUFNQ33SQ,T2,2,140,0.05,0.155167225205157,0.677469307572792,0.0335770548235254,87.9396984924623
A1S34BUFNQ33SQ,T2,4,140,0.2,0.0991789226317258,1.14290435994957,1.06312974608066e-07,76.5
A1S34BUFNQ33SQ,T2,6,140,0.95,0.454519414083076,0.137182966475678,0.0952951727925898,57.5
A1S34BUFNQ33SQ,T2,1,33,0.05,0.00589114075027229,0.0400523429324848,0.0149999939493283,98.5
A1S34BUFNQ33SQ,T2,3,33,0.2,0.0978601990336286,0.676175248036657,0.0154962539009425,97.5
A1S34BUFNQ33SQ,T2,5,33,0.95,0.396472527750481,0.400079702135218,1.02029355577351e-07,99
A1STU8IA7S3WOK,T1,3,33,0.2,0.271858795848701,0.0147099338745208,1.10053783826896e-07,98.9949748743718
A1STU8IA7S3WOK,T1,1,33,0.05,0.294024308542862,0.0428684325330159,1.01999999833203e-07,99
A1STU8IA7S3WOK,T1,5,33,0.95,0.602925101781917,0.524002693254529,1.10126006745183e-07,99.5
A1STU8IA7S3WOK,T1,6,140,0.95,0.466178594671299,0.130444469795316,0.0608424903083745,67.5
A1STU8IA7S3WOK,T1,2,140,0.05,0.0735632936860059,1.09819576004827,0.019267825414509,77.5
A1STU8IA7S3WOK,T1,4,140,0.2,0.0609802549540557,1.58758436228723,1.40722929394298e-07,69
A1STU8IA7S3WOK,T2,3,33,0.2,0.271858795848701,0.0147099338745208,1.10053783826896e-07,98.9949748743718
A1STU8IA7S3WOK,T2,1,33,0.05,0.294024308542862,0.0428684325330159,1.01999999833203e-07,99
A1STU8IA7S3WOK,T2,5,33,0.95,0.768402693869836,0.0651457756354021,1.01999999247e-07,100
A1STU8IA7S3WOK,T2,6,140,0.95,0.348438013574879,0.0849312898601934,0.172271387253604,58.5
A1STU8IA7S3WOK,T2,2,140,0.05,0.100810110624945,0.690625645923279,0.0205649512486182,88.5
A1STU8IA7S3WOK,T2,4,140,0.2,0.0013283887463614,4.67696010651486,1.96737522475292e-06,74.5
A1TYDVHEFPZC86,T1,6,140,0.95,0.569855795875335,0.139510768636415,0.257458640505313,56.2814070351759
A1TYDVHEFPZC86,T1,2,140,0.05,0.114040444976761,9.99451438596447,0.124825469092211,56
A1TYDVHEFPZC86,T1,4,140,0.2,3.99876829058471e-05,6.32495135589815,0.184772337408042,42
A1TYDVHEFPZC86,T1,3,33,0.2,0.307343582311968,1.03263183620502,0.0266473251666784,95.5
A1TYDVHEFPZC86,T1,1,33,0.05,0.338044197066337,0.043801519826641,0.00999999370379264,98
A1TYDVHEFPZC86,T1,5,33,0.95,0.272846408291715,0.0348102753363926,0.00499999389308148,99
A1TYDVHEFPZC86,T2,6,140,0.95,0.936931542956322,1.02742907679794,0.151580394610639,65.8291457286432
A1TYDVHEFPZC86,T2,2,140,0.05,0.0752064711011364,0.828123660023611,1.29114264826682e-07,86
A1TYDVHEFPZC86,T2,4,140,0.2,0.072342133380753,2.22666154386311,2.50055848239076e-07,68
A1TYDVHEFPZC86,T2,3,33,0.2,0.336539632423713,0.0292923602269725,0.02999999378235,96
A1TYDVHEFPZC86,T2,1,33,0.05,0.585137588859897,0.0109987045393609,0.00999999378738252,97.5
A1TYDVHEFPZC86,T2,5,33,0.95,0.603655743638997,0.521577797323006,0.0101253474679707,98.5
A1U0GNE5ELW5V7,T1,2,140,0.05,0.49216697875927,0.144697629449839,0.0255886151385216,72.8643216080402
A1U0GNE5ELW5V7,T1,4,140,0.2,0.446855911579001,0.157046965233918,0.00802534741456469,68
A1U0GNE5ELW5V7,T1,6,140,0.95,0.503581030560323,0.0693574539601212,1.13664972518927e-07,68.5
A1U0GNE5ELW5V7,T1,1,33,0.05,0.618870645683259,0.00420202389130264,1.1000829458411e-07,98.5
A1U0GNE5ELW5V7,T1,3,33,0.2,0.271859359134243,0.0147143187088855,1.10003494062918e-07,99
A1U0GNE5ELW5V7,T1,5,33,0.95,0.602925101781917,0.524002693254529,1.10126006745183e-07,99.5
A1U0GNE5ELW5V7,T2,2,140,0.05,0.311547711307234,0.40682277474342,0.0107966521245955,77.3869346733668
A1U0GNE5ELW5V7,T2,4,140,0.2,0.342934186073165,0.393802961660331,0.0257756733535415,70
A1U0GNE5ELW5V7,T2,6,140,0.95,0.966127846132351,0.556920475756309,0.0792798210836933,86.5
A1U0GNE5ELW5V7,T2,1,33,0.05,0.294024308542862,0.0428684325330159,1.01999999833203e-07,99
A1U0GNE5ELW5V7,T2,3,33,0.2,0.271859359134243,0.0147143187088855,1.10003494062918e-07,99
A1U0GNE5ELW5V7,T2,5,33,0.95,0.522350852830889,0.949159105936616,1.05262183231115e-07,99
A1VIP6S8H2XXH7,T1,1,33,0.05,0.743361975209003,0.693229782984484,1.10993950675186e-07,97.4874371859297
A1VIP6S8H2XXH7,T1,3,33,0.2,0.150637544235491,0.0291390667219371,1.02000000667352e-07,99.5
A1VIP6S8H2XXH7,T1,5,33,0.95,0.396472527750481,0.400079702135218,1.02029355577351e-07,99
A1VIP6S8H2XXH7,T1,2,140,0.05,0.453667839823736,0.0889783107381529,1.01537292065798e-07,71.5
A1VIP6S8H2XXH7,T1,4,140,0.2,0.460584793983169,0.125783907305619,1.14263604798843e-07,70.5
A1VIP6S8H2XXH7,T1,6,140,0.95,0.467883797294205,0.110253875232778,1.14458359180036e-07,66
A1VIP6S8H2XXH7,T2,1,33,0.05,0.618870635843964,0.00420120405811468,1.10058629843885e-07,98.4924623115578
A1VIP6S8H2XXH7,T2,3,33,0.2,0.497081689862051,0.00822790350964142,1.09999998248048e-07,98.5
A1VIP6S8H2XXH7,T2,5,33,0.95,0.603289519325402,0.522791355904529,0.00506283107369749,99
A1VIP6S8H2XXH7,T2,2,140,0.05,0.533875544550802,0.0604472620132033,3.25397759477384e-07,69
A1VIP6S8H2XXH7,T2,4,140,0.2,0.511432461315132,0.125498946808663,1.14238061523559e-07,69.5
A1VIP6S8H2XXH7,T2,6,140,0.95,0.525699211377957,0.110497598887122,1.14002126251141e-07,69.5
A1X0H6VAK3AQE9,T1,2,140,0.05,0.219454783336405,0.469903129749998,0.0310855996797864,80.9045226130653
A1X0H6VAK3AQE9,T1,4,140,0.2,0.00121361622049117,5.90451723456816,2.09319101152977e-06,64
A1X0H6VAK3AQE9,T1,6,140,0.95,0.964548378629535,0.472569314800315,0.0609239179291758,84.5
A1X0H6VAK3AQE9,T1,1,33,0.05,0.585644834095715,0.011067003366259,0.0149999940894337,98
A1X0H6VAK3AQE9,T1,3,33,0.2,0.248543005649366,0.663246023512832,0.0103949928350696,97.5
A1X0H6VAK3AQE9,T1,5,33,0.95,0.768402693869836,0.0651457756354021,1.01999999247e-07,100
A1X0H6VAK3AQE9,T2,2,140,0.05,0.0715705194465954,0.669910050219715,0.0236149734387569,85.929648241206
A1X0H6VAK3AQE9,T2,4,140,0.2,0.0535411963567289,1.24211175738171,1.02391197705915e-07,70.5
A1X0H6VAK3AQE9,T2,6,140,0.95,0.95410798532229,0.470801644174488,0.0334198629878232,93
A1X0H6VAK3AQE9,T2,1,33,0.05,0.294024308542862,0.0428684325330159,1.01999999833203e-07,99
A1X0H6VAK3AQE9,T2,3,33,0.2,0.271859359134243,0.0147143187088855,1.10003494062918e-07,99
A1X0H6VAK3AQE9,T2,5,33,0.95,0.768402693869836,0.0651457756354021,1.01999999247e-07,100
A1XC5OV00MECKQ,T1,3,33,0.2,0.624901734973226,1.24536943112616,1.12096611647385e-07,95.9798994974874
A1XC5OV00MECKQ,T1,1,33,0.05,0.623566266037431,0.745692050374006,1.00104960574653e-07,98
A1XC5OV00MECKQ,T1,5,33,0.95,0.317672733981003,0.754922628543314,1.10527461308962e-07,98.5
A1XC5OV00MECKQ,T1,6,140,0.95,0.491807335656102,0.295899537645151,1.11068774059197e-07,67.5
A1XC5OV00MECKQ,T1,2,140,0.05,0.135018188407193,0.653798990701867,0.0170229958476748,86.5
A1XC5OV00MECKQ,T1,4,140,0.2,0.0928708040483667,1.37053439141593,1.55109100534181e-07,74
A1XC5OV00MECKQ,T2,3,33,0.2,0.252831635805724,0.64390393626344,1.02074169560231e-07,98.9949748743718
A1XC5OV00MECKQ,T2,1,33,0.05,0.0487781574958474,0.0994792119026568,1.01999999914725e-07,99.5
A1XC5OV00MECKQ,T2,5,33,0.95,0.228586573334463,0.0309170773896867,1.0999993535512e-07,99.5
A1XC5OV00MECKQ,T2,6,140,0.95,0.955803631828542,0.953341582844437,4.77601164008531e-07,85.5
A1XC5OV00MECKQ,T2,2,140,0.05,0.116757677311841,0.791937562383441,0.0259020089407047,85
A1XC5OV00MECKQ,T2,4,140,0.2,0.000320061400283044,4.07911828122692,3.9454691145359e-07,70.5
A1XO6ONCCTBMKW,T1,3,33,0.2,0.335517439232852,0.0292883841133039,0.00502512036980251,98.4924623115578
A1XO6ONCCTBMKW,T1,1,33,0.05,0.336627846641386,0.0444785871963542,0.00499999407336621,98.5
A1XO6ONCCTBMKW,T1,5,33,0.95,0.768402693869836,0.0651457756354021,1.01999999247e-07,100
A1XO6ONCCTBMKW,T1,6,140,0.95,0.514381203793888,0.10653594709207,0.00944804135434554,69
A1XO6ONCCTBMKW,T1,2,140,0.05,0.493496326627273,0.023037188159,0.0105367470689339,72
A1XO6ONCCTBMKW,T1,4,140,0.2,0.476643390167078,0.110744676765596,0.0226096679208837,69.5
A1XO6ONCCTBMKW,T2,3,33,0.2,0.496754092725566,0.00773850345387146,1.02010050462262e-07,98.4924623115578
A1XO6ONCCTBMKW,T2,1,33,0.05,0.825376544873498,0.0146732681994928,1.0009999425624e-07,97.5
A1XO6ONCCTBMKW,T2,5,33,0.95,0.228586573334463,0.0309170773896867,1.0999993535512e-07,99.5
A1XO6ONCCTBMKW,T2,6,140,0.95,0.526331022036479,0.0837961576394243,1.08082098017675e-07,68.5
A1XO6ONCCTBMKW,T2,2,140,0.05,0.482868509346457,0.109400245614091,1.30669272158163e-07,69.5
A1XO6ONCCTBMKW,T2,4,140,0.2,0.486814624213944,0.060954195759143,0.053738505897265,65
A20NITCOBY4775,T1,3,33,0.2,0.500149355294091,0.00733109239336785,0.0150753707072324,96.9849246231156
A20NITCOBY4775,T1,1,33,0.05,0.33963606704283,0.0444863202455301,0.00499999409830467,98.5
A20NITCOBY4775,T1,5,33,0.95,0.694197182437427,1.39578907552938,1.55117650711661e-07,99
A20NITCOBY4775,T1,6,140,0.95,0.472907748666024,0.0927846327933073,0.0850266576940455,75.5
A20NITCOBY4775,T1,2,140,0.05,0.0810691146319922,1.03986922706074,0.0154841765816833,87.5
A20NITCOBY4775,T1,4,140,0.2,0.000415881569878132,5.33586651628267,9.11613629524844e-07,68.5
A20NITCOBY4775,T2,1,33,0.05,0.774745976381819,0.446603111852838,1.0207241480927e-07,97.4874371859297
A20NITCOBY4775,T2,3,33,0.2,0.500003598354038,0.0073260786516403,0.00499999393782579,98
A20NITCOBY4775,T2,5,33,0.95,0.768402693869836,0.0651457756354021,1.01999999247e-07,100
A20NITCOBY4775,T2,2,140,0.05,0.106611071144252,0.773045612338939,0.015150617717231,89
A20NITCOBY4775,T2,4,140,0.2,0.0628582887988249,1.21368534578059,0.0296355661827868,69.5
A20NITCOBY4775,T2,6,140,0.95,0.962397458486364,0.333546217485269,0.0429407295600131,89
A21SF3IKIZB0VN,T1,3,33,0.2,0.150435122958033,0.0292838305974952,1.02010050938695e-07,99.4974874371859
A21SF3IKIZB0VN,T1,1,33,0.05,0.294024308542862,0.0428684325330159,1.01999999833203e-07,99
A21SF3IKIZB0VN,T1,5,33,0.95,0.228586573334463,0.0309170773896867,1.0999993535512e-07,99.5
A21SF3IKIZB0VN,T1,6,140,0.95,0.490704530937341,0.137666924535468,0.0108944984628713,66.5
A21SF3IKIZB0VN,T1,2,140,0.05,0.474681265471306,0.0980618021475292,0.0783947921504918,69
A21SF3IKIZB0VN,T1,4,140,0.2,0.450145513158348,0.11198711357196,0.038923140401826,66.5
A21SF3IKIZB0VN,T2,3,33,0.2,0.252831635805724,0.64390393626344,1.02074169560231e-07,98.9949748743718
A21SF3IKIZB0VN,T2,1,33,0.05,0.857576433346247,0.000235274684536373,1.01599999820468e-07,97
A21SF3IKIZB0VN,T2,5,33,0.95,0.396472527750481,0.400079702135218,1.02029355577351e-07,99
A21SF3IKIZB0VN,T2,6,140,0.95,0.512620324851584,0.110010247341245,1.15167089662765e-07,72
A21SF3IKIZB0VN,T2,2,140,0.05,0.515594119294227,0.0808135696947449,1.1367181694341e-07,70.5
A21SF3IKIZB0VN,T2,4,140,0.2,0.512669628850877,0.142487129582155,0.0197098777464751,68
A2235F2T52E49T,T1,2,140,0.05,0.476115105755975,0.130437077499744,1.1375393931506e-07,70.8542713567839
A2235F2T52E49T,T1,4,140,0.2,0.489118444593423,0.127273474592788,0.00703872808600818,68.5
A2235F2T52E49T,T1,6,140,0.95,0.494948089851884,0.110203239748102,0.00681413516825368,66.5
A2235F2T52E49T,T1,1,33,0.05,0.337566976002405,0.0443597078675693,0.00499999406828177,98.5
A2235F2T52E49T,T1,3,33,0.2,0.499988268426583,0.00732490104621842,0.00499999563453451,98
A2235F2T52E49T,T1,5,33,0.95,0.602925101781917,0.524002693254529,1.10126006745183e-07,99.5
A2235F2T52E49T,T2,2,140,0.05,0.484619329731233,0.139846377645598,0.00721762344447113,69.3467336683417
A2235F2T52E49T,T2,4,140,0.2,0.513164329889468,0.174312237587337,1.15851252234288e-07,70
A2235F2T52E49T,T2,6,140,0.95,0.510041936549706,0.170422362277948,1.00177307052015e-07,68.5
A2235F2T52E49T,T2,1,33,0.05,0.294024308542862,0.0428684325330159,1.01999999833203e-07,99
A2235F2T52E49T,T2,3,33,0.2,0.497081689862051,0.00822790350964142,1.09999998248048e-07,98.5
A2235F2T52E49T,T2,5,33,0.95,0.274754519144904,0.0350279239639006,0.00999999400901831,98.5
A22KRF782ELLB0,T1,2,140,0.05,0.439465076549527,0.186353349193132,1.18358913477942e-07,71.356783919598
A22KRF782ELLB0,T1,4,140,0.2,0.348662964685339,0.499638898609514,2.22611479740016e-07,70.5
A22KRF782ELLB0,T1,6,140,0.95,0.431777101448572,0.415432738148302,1.56830096721131e-07,65
A22KRF782ELLB0,T1,1,33,0.05,0.646142698963343,0.6466732237759,1.00104642214404e-07,98
A22KRF782ELLB0,T1,3,33,0.2,0.150637544235491,0.0291390667219371,1.02000000667352e-07,99.5
A22KRF782ELLB0,T1,5,33,0.95,0.272617368374605,0.0346923296814948,0.00499999374898659,99
A22KRF782ELLB0,T2,2,140,0.05,0.106364795535334,0.722832333919949,0.0205599011907045,91.9597989949749
A22KRF782ELLB0,T2,4,140,0.2,0.0951252646139621,1.24698418580568,1.07298309169329e-07,76
A22KRF782ELLB0,T2,6,140,0.95,0.472367505237423,0.0861522131531775,0.126441943170326,59
A22KRF782ELLB0,T2,1,33,0.05,0.618870645683259,0.00420202389130264,1.1000829458411e-07,98.5
A22KRF782ELLB0,T2,3,33,0.2,0.336020957142264,0.0292321441432398,0.00499999391067851,98.5
A22KRF782ELLB0,T2,5,33,0.95,0.228586573334463,0.0309170773896867,1.0999993535512e-07,99.5
A2581F7TDPAMBQ,T1,1,33,0.05,0.618870635843964,0.00420120405811468,1.10058629843885e-07,98.4924623115578
A2581F7TDPAMBQ,T1,3,33,0.2,0.250792406741128,0.641848803578548,0.00515821314931544,98.5
A2581F7TDPAMBQ,T1,5,33,0.95,0.396472527750481,0.400079702135218,1.02029355577351e-07,99
A2581F7TDPAMBQ,T1,2,140,0.05,0.194736153362619,0.538556944357624,0.0221110927035834,82.5
A2581F7TDPAMBQ,T1,4,140,0.2,0.08580437255872,1.04580444904809,2.51446156854679e-07,72
A2581F7TDPAMBQ,T1,6,140,0.95,0.478068446036038,0.119864664402514,0.0810692665913625,58.5
A2581F7TDPAMBQ,T2,1,33,0.05,0.618870635843964,0.00420120405811468,1.10058629843885e-07,98.4924623115578
A2581F7TDPAMBQ,T2,3,33,0.2,0.252830205401911,0.64390597449813,1.02063469731738e-07,99
A2581F7TDPAMBQ,T2,5,33,0.95,0.228586573334463,0.0309170773896867,1.0999993535512e-07,99.5
A2581F7TDPAMBQ,T2,2,140,0.05,0.118545993245117,0.537282405789198,0.0707866485133257,86.5
A2581F7TDPAMBQ,T2,4,140,0.2,4.87479749704532e-05,5.30697165053087,1.56486867457272e-05,67
A2581F7TDPAMBQ,T2,6,140,0.95,0.964979077600507,0.0394194721290703,0.167302290800866,81
A26D2ZZKJW7BXR,T1,3,33,0.2,0.496754092725566,0.00773850345387146,1.02010050462262e-07,98.4924623115578
A26D2ZZKJW7BXR,T1,1,33,0.05,0.540405101749442,0.450959233044017,1.10187880879473e-07,98.5
A26D2ZZKJW7BXR,T1,5,33,0.95,0.768402693869836,0.0651457756354021,1.01999999247e-07,100
A26D2ZZKJW7BXR,T1,6,140,0.95,0.531288698004675,0.110787175061447,0.00907707517749191,68
A26D2ZZKJW7BXR,T1,2,140,0.05,0.515103792281509,0.103141127526948,0.0105353176604336,69
A26D2ZZKJW7BXR,T1,4,140,0.2,0.539859288541955,0.0876628108451064,0.0149679762140268,67
A26D2ZZKJW7BXR,T2,3,33,0.2,0.496754092725566,0.00773850345387146,1.02010050462262e-07,98.4924623115578
A26D2ZZKJW7BXR,T2,1,33,0.05,0.294024308542862,0.0428684325330159,1.01999999833203e-07,99
A26D2ZZKJW7BXR,T2,5,33,0.95,0.840531924100904,0.0742518407152608,0.00999999507760468,99
A26D2ZZKJW7BXR,T2,6,140,0.95,0.535694504257033,0.184836509660803,1.1825250748402e-07,73
A26D2ZZKJW7BXR,T2,2,140,0.05,0.420766095873907,0.164739554072757,0.00631540315874388,75.5
A26D2ZZKJW7BXR,T2,4,140,0.2,0.41601824875285,0.214309012533291,0.0582659614886871,72.5
A26GF078IX9A43,T1,1,33,0.05,0.707487691716323,1.20018937469953,1.02541079603844e-07,96.9849246231156
A26GF078IX9A43,T1,3,33,0.2,0.734874380055488,0.532048600870015,3.11993479952861e-07,97
A26GF078IX9A43,T1,5,33,0.95,0.98466905062419,2.01637376984599,0.0055935238984675,98.5
A26GF078IX9A43,T1,2,140,0.05,0.519315639836523,0.153394716159849,1.16753911938434e-07,72.5
A26GF078IX9A43,T1,4,140,0.2,0.547930001503997,0.0842986509094752,1.02770512869366e-07,67.5
A26GF078IX9A43,T1,6,140,0.95,0.509310297960162,0.0918431812011771,0.00632513133865685,71
A26GF078IX9A43,T2,1,33,0.05,0.195359519900893,0.950577131089312,0.00519654797658001,98.4924623115578
A26GF078IX9A43,T2,3,33,0.2,0.61611534887799,0.0180619682697126,0.00499999379919237,97.5
A26GF078IX9A43,T2,5,33,0.95,0.272636341780236,0.0347715503708419,0.00499999379758377,99
A26GF078IX9A43,T2,2,140,0.05,0.475858085563686,0.0945393209013261,0.0492062054188606,71
A26GF078IX9A43,T2,4,140,0.2,0.433122460877643,0.133712284820529,0.0235970814781808,70.5
A26GF078IX9A43,T2,6,140,0.95,0.460334516748002,0.131646299675372,0.0218602748321828,66.5
A26V8QMPU25JGC,T1,2,140,0.05,0.460222713193762,0.146376514447097,0.0528178817719753,72.3618090452261
A26V8QMPU25JGC,T1,4,140,0.2,0.452377473063633,0.208762875020004,0.00951005380223081,73.5
A26V8QMPU25JGC,T1,6,140,0.95,0.440113762132293,0.212301814713936,1.19976524462631e-07,66.5
A26V8QMPU25JGC,T1,1,33,0.05,0.736897335144959,1.09967058619723,1.02481907674743e-07,97
A26V8QMPU25JGC,T1,3,33,0.2,0.252830205401911,0.64390597449813,1.02063469731738e-07,99
A26V8QMPU25JGC,T1,5,33,0.95,0.602925101781917,0.524002693254529,1.10126006745183e-07,99.5
A26V8QMPU25JGC,T2,2,140,0.05,0.347459399285991,0.202767802589093,0.0131088183934607,75.3768844221106
A26V8QMPU25JGC,T2,4,140,0.2,0.378003923742094,0.318425232593112,0.0322787194298179,67.5
A26V8QMPU25JGC,T2,6,140,0.95,0.405974423691414,0.184660218101134,0.00939107608080834,62
A26V8QMPU25JGC,T2,1,33,0.05,0.294024308542862,0.0428684325330159,1.01999999833203e-07,99
A26V8QMPU25JGC,T2,3,33,0.2,0.500017743761738,0.00732620091881373,0.0049999938625113,98
A26V8QMPU25JGC,T2,5,33,0.95,0.602925101781917,0.524002693254529,1.10126006745183e-07,99.5
A26ZENZ5G8AEGM,T1,1,33,0.05,0.294021051904144,0.0428668146725705,1.02010050085507e-07,98.9949748743718
A26ZENZ5G8AEGM,T1,3,33,0.2,0.271859359134243,0.0147143187088855,1.10003494062918e-07,99
A26ZENZ5G8AEGM,T1,5,33,0.95,0.228586573334463,0.0309170773896867,1.0999993535512e-07,99.5
A26ZENZ5G8AEGM,T1,2,140,0.05,0.499223999971977,0.0737345021499755,0.01193596598223,71
A26ZENZ5G8AEGM,T1,4,140,0.2,0.482593029252625,0.0537292620906673,1.0261754961768e-07,68
A26ZENZ5G8AEGM,T1,6,140,0.95,0.486322314214781,0.0317342354280103,1.02263063263068e-07,70
A26ZENZ5G8AEGM,T2,1,33,0.05,0.294021051904144,0.0428668146725705,1.02010050085507e-07,98.9949748743718
A26ZENZ5G8AEGM,T2,3,33,0.2,0.497081689862051,0.00822790350964142,1.09999998248048e-07,98.5
A26ZENZ5G8AEGM,T2,5,33,0.95,0.228586573334463,0.0309170773896867,1.0999993535512e-07,99.5
A26ZENZ5G8AEGM,T2,2,140,0.05,0.507677075394634,0.0700304361572346,1.00118489776079e-07,70
A26ZENZ5G8AEGM,T2,4,140,0.2,0.493406377898763,0.0686530639278189,1.02823163439992e-07,68.5
A26ZENZ5G8AEGM,T2,6,140,0.95,0.477711719930354,0.0543167362900078,0.00654546394441421,67.5
A272A0JGRTBFCR,T1,3,33,0.2,0.658959139536183,0.0109006921880413,1.10050249917714e-07,97.9899497487437
A272A0JGRTBFCR,T1,1,33,0.05,0.338049925625033,0.0440082207068034,0.0099999937967712,98
A272A0JGRTBFCR,T1,5,33,0.95,0.396472527750481,0.400079702135218,1.02029355577351e-07,99
A272A0JGRTBFCR,T1,6,140,0.95,0.512100723124713,0.135498085166622,0.0968188757381403,65
A272A0JGRTBFCR,T1,2,140,0.05,0.47298512255074,0.134251691094131,0.00846682598546521,73
A272A0JGRTBFCR,T1,4,140,0.2,0.453842979043255,0.153085152575167,0.0124537423263919,71.5
A272A0JGRTBFCR,T2,6,140,0.95,0.459905735362483,0.120698411647699,0.00827135782933747,68.3417085427136
A272A0JGRTBFCR,T2,2,140,0.05,0.490766936153012,0.179308326426263,1.16748378338042e-07,68.5
A272A0JGRTBFCR,T2,4,140,0.2,0.474044614721808,0.143866134667694,0.0608683394271698,64.5
A272A0JGRTBFCR,T2,3,33,0.2,0.271859359134243,0.0147143187088855,1.10003494062918e-07,99
A272A0JGRTBFCR,T2,1,33,0.05,0.294024308542862,0.0428684325330159,1.01999999833203e-07,99
A272A0JGRTBFCR,T2,5,33,0.95,0.228586573334463,0.0309170773896867,1.0999993535512e-07,99.5
A28P3ZGZB3XG9P,T1,1,33,0.05,0.336693117039568,0.0444463531456151,0.0100502453918014,97.9899497487437
A28P3ZGZB3XG9P,T1,3,33,0.2,0.150637544235491,0.0291390667219371,1.02000000667352e-07,99.5
A28P3ZGZB3XG9P,T1,5,33,0.95,0.768402693869836,0.0651457756354021,1.01999999247e-07,100
A28P3ZGZB3XG9P,T1,2,140,0.05,0.133241704560789,0.697143471813419,0.0164436285815575,84.5
A28P3ZGZB3XG9P,T1,4,140,0.2,0.125087343497017,1.20960942992202,0.00953403515265854,74.5
A28P3ZGZB3XG9P,T1,6,140,0.95,0.970986877221892,0.543384845451596,0.0308923200839923,87.5
A28P3ZGZB3XG9P,T2,1,33,0.05,0.0493041918275855,0.099470906641361,1.02010050165695e-07,99.4974874371859
A28P3ZGZB3XG9P,T2,3,33,0.2,0.102665672113117,0.0509030192595656,0.00999999381621891,98.5
A28P3ZGZB3XG9P,T2,5,33,0.95,0.768402693869836,0.0651457756354021,1.01999999247e-07,100
A28P3ZGZB3XG9P,T2,2,140,0.05,0.0972552467221094,0.853314509009459,0.0151947870176128,89
A28P3ZGZB3XG9P,T2,4,140,0.2,0.100509934055639,1.0487010057863,2.87035570160903e-07,73.5
A28P3ZGZB3XG9P,T2,6,140,0.95,0.958275673640457,0.802856636128715,1.03583875435092e-07,89
A28PS7TGEQCFT4,T1,3,33,0.2,0.502750544235325,3.05332072558097,3.59173944046509e-07,92.462311557789
A28PS7TGEQCFT4,T1,1,33,0.05,0.769282022519033,0.513321974428505,0.0570795502257488,92
A28PS7TGEQCFT4,T1,5,33,0.95,0.941643446921882,2.57752186191261,0.00180894657528313,97.5
A28PS7TGEQCFT4,T1,6,140,0.95,0.418683322682153,0.107413720623513,0.338634114641855,48
A28PS7TGEQCFT4,T1,2,140,0.05,0.544523447264665,0.10459444392709,0.294880431506628,61
A28PS7TGEQCFT4,T1,4,140,0.2,0.534780728307639,0.275158193190997,0.140489568695011,64
A28PS7TGEQCFT4,T2,1,33,0.05,0.604658966637254,0.71146861679164,0.0473535038996047,93.4673366834171
A28PS7TGEQCFT4,T2,3,33,0.2,0.871294735847565,0.966341073980248,0.0970767464663235,87.5
A28PS7TGEQCFT4,T2,5,33,0.95,0.272084172819421,0.0349082881210286,0.00499999382984482,99
A28PS7TGEQCFT4,T2,2,140,0.05,0.409261108925758,0.424113055163434,0.117433030060286,63.5
A28PS7TGEQCFT4,T2,4,140,0.2,0.000121549664572807,5.50624150485009,4.8015641982251e-05,71.5
A28PS7TGEQCFT4,T2,6,140,0.95,0.490227610555124,0.316008993946945,0.0402529608676725,60
A2BNOEYZ3VRW2R,T1,3,33,0.2,0.95129679761854,0.0119457297148762,0.0653266312721555,90.4522613065327
A2BNOEYZ3VRW2R,T1,1,33,0.05,0.940132974469577,0.00809196532885033,0.0799999982581497,89.5
A2BNOEYZ3VRW2R,T1,5,33,0.95,0.323444027673468,1.16982153644986,0.0489929766356257,94
A2BNOEYZ3VRW2R,T1,6,140,0.95,0.522033674003531,0.105523885378087,0.224941489644577,58
A2BNOEYZ3VRW2R,T1,2,140,0.05,0.534809689404049,0.195791837604851,0.10280085641238,63
A2BNOEYZ3VRW2R,T1,4,140,0.2,0.454652417838126,0.139419899751764,0.0575859469891465,66.5
A2BNOEYZ3VRW2R,T2,3,33,0.2,0.143511300959684,1.63744585733477,0.0120894949983955,95.9798994974874
A2BNOEYZ3VRW2R,T2,1,33,0.05,0.58519559154593,0.0109794658011241,0.0149999931945517,97
