subID,N,sigma,H_true,H_subj,H_subj_EST,noise_in_DV,lapse_rate,pct
sim100030958500,100,30,0.95,0.85,0.999999999596962,0.825226468192819,0.0541827495639232,93
sim100030959000,100,30,0.95,0.9,0.999999991945796,4.29141237077757,0.000226834633612516,93
sim100030959500,100,30,0.95,0.95,0.99999998970472,4.84336687174947,2.12837898150413e-07,96
sim1000309510000,100,30,0.95,1,0.241322183931104,0.0174129411907437,0.359999977693728,63
sim100110050000,100,110,0.05,0,7.55598938007175e-11,9.99587208262208,0.0517421555292408,60
sim100110050500,100,110,0.05,0.05,0.0576984941582675,0.770356342683462,1.38939237797628e-07,87
sim100110051000,100,110,0.05,0.1,0.0430279910267792,1.16364992073211,1.02766959967975e-07,87
sim100110051500,100,110,0.05,0.15,0.0642700187311103,1.33195695023201,1.23608562635066e-07,82
sim100110052000,100,110,0.05,0.2,0.0766488778786575,1.19348220376659,1.19352742665197e-05,80
sim100110052500,100,110,0.05,0.25,0.0833118003927939,1.64427161159678,3.55850292263104e-07,76
sim100110053000,100,110,0.05,0.3,0.03279015610931,2.28777464922393,1.79255858907597e-07,71
sim100110053500,100,110,0.05,0.35,0.0486629742271679,1.52538878197013,1.93884903416865e-07,75
sim100110054000,100,110,0.05,0.4,0.0420451565661391,1.54946773612681,0.0224475930679023,82
sim100110054500,100,110,0.05,0.45,0.0776974114019198,0.654267409450681,0.141035289762174,77
sim100110055000,100,110,0.05,0.5,0.989892616685684,0.0613959105800099,0.368338497844483,44
sim100110055500,100,110,0.05,0.55,0.951676764040704,1.2400011065391,0.291525405066268,36
sim100110056000,100,110,0.05,0.6,0.925611615723143,4.86668870236904,5.47069128241884e-07,31
sim100110056500,100,110,0.05,0.65,0.939169411650392,2.40257805530854,2.03951252269295e-07,33
sim100110057000,100,110,0.05,0.7,0.967441821117,0.00287259907845649,0.329999989887694,31
sim100110057500,100,110,0.05,0.75,0.902859449182135,0.0455203057801918,0.256402573006732,37
sim100110058000,100,110,0.05,0.8,0.969793524754139,0.006534606363978,0.366774744351475,33
sim100110058500,100,110,0.05,0.85,0.994053988625466,5.05510109350193,1.78297264475563e-06,33
sim100110059000,100,110,0.05,0.9,0.963538203142881,0.318609294699016,0.172125348718459,38
sim100110059500,100,110,0.05,0.95,0.99707634498794,0.0040313096572417,0.159999997528665,45
sim1001100510000,100,110,0.05,1,0.999999999995279,1.10791482845162,1.08105944777003e-07,45
sim100110950000,100,110,0.95,0,7.04533712991555e-14,1.86257672686745,1.05742372631321e-07,50
sim100110950500,100,110,0.95,0.05,0.0274638756765508,1.44416101836958,3.32127130241337e-07,39
sim100110951000,100,110,0.95,0.1,0.0150377183620008,0.00208961601436237,0.259999993240292,40
sim100110951500,100,110,0.95,0.15,0.0208666621370676,2.9365482720947,6.26353905386726e-07,31
sim100110952000,100,110,0.95,0.2,0.0657418092297266,2.62634989911206,2.31311006402897e-07,38
sim100110952500,100,110,0.95,0.25,0.0586673511803666,2.64422360631537,1.87334006356811e-07,29
sim100110953000,100,110,0.95,0.3,0.0764245008644064,0.504186001181848,0.282748539052496,33
sim100110953500,100,110,0.95,0.35,0.0163792694084033,5.31871930612329,5.18593934338165e-06,33
sim100110954000,100,110,0.95,0.4,0.00307751265891591,0.00315453285251667,0.399999976185304,25
sim100110954500,100,110,0.95,0.45,0.0675512840232787,2.47849356362547,3.28878327525022e-07,37
sim100110955000,100,110,0.95,0.5,0.844159425804871,7.0456770280273,5.50293018538104e-06,51
sim100110955500,100,110,0.95,0.55,0.931686284075317,1.67508332129888,3.37526452085183e-07,68
sim100110956000,100,110,0.95,0.6,0.901433181829335,0.864839524273565,0.12098571228272,72
sim100110956500,100,110,0.95,0.65,0.938538657065579,1.74312436141914,2.12806837192268e-07,76
sim100110957000,100,110,0.95,0.7,0.903197195414553,1.29264369967561,1.43756749633274e-07,72
sim100110957500,100,110,0.95,0.75,0.940619927876184,1.6513261291114,2.1908848116692e-07,77
sim100110958000,100,110,0.95,0.8,0.938430763124192,1.1104693408756,4.17576492143129e-07,73
sim100110958500,100,110,0.95,0.85,0.955013964593598,1.52464023252045,1.78562051493211e-07,75
sim100110959000,100,110,0.95,0.9,0.941947616407824,1.44304642648604,1.5822277463566e-07,82
sim100110959500,100,110,0.95,0.95,0.965662779766175,0.639385540398745,1.06220206163989e-07,82
sim1001109510000,100,110,0.95,1,0.999999999957259,1.54493959430153,5.29897962983673e-07,91
sim100160050000,100,160,0.05,0,0.723810814607577,5.42399004935433,0.499999556690129,39
sim100160050500,100,160,0.05,0.05,0.0466470594819846,0.747645889751235,1.20345052937318e-07,58
sim100160051000,100,160,0.05,0.1,0.060234535683387,0.793252143256077,1.28888894979625e-07,78
sim100160051500,100,160,0.05,0.15,0.0442084133683042,1.10231610720799,5.95646456986225e-07,75
sim100160052000,100,160,0.05,0.2,0.0814784290657815,1.01522080309484,1.35716576169785e-07,63
sim100160052500,100,160,0.05,0.25,0.0605402532419965,1.01879918884299,1.31793374334977e-07,74
sim100160053000,100,160,0.05,0.3,0.0852045562444407,1.19075691373518,0.0213923009882682,69
sim100160053500,100,160,0.05,0.35,0.114195611426033,0.997237138453763,3.20807939161579e-07,71
sim100160054000,100,160,0.05,0.4,0.0849197873665691,1.08987304023185,5.16605639867764e-07,68
sim100160054500,100,160,0.05,0.45,0.147602423270228,0.758349382543255,1.47359822073636e-07,70
sim100160055000,100,160,0.05,0.5,0.593289602293364,5.48236751708132,0.499999902239849,25
sim100160055500,100,160,0.05,0.55,0.914035398156093,0.500848430127295,0.237246466770243,35
sim100160056000,100,160,0.05,0.6,0.924675304929129,1.77407610666094,1.5104364038488e-07,37
sim100160056500,100,160,0.05,0.65,0.924164048871432,2.05381747447822,6.30364684161845e-07,42
sim100160057000,100,160,0.05,0.7,0.909254102493882,3.55835581681671,9.02397771119651e-07,32
sim100160057500,100,160,0.05,0.75,0.919570715729178,1.04959287149469,0.112274652517113,37
sim100160058000,100,160,0.05,0.8,0.934471040672483,1.37842194909648,2.82321553268967e-07,44
sim100160058500,100,160,0.05,0.85,0.939444540729693,0.366061693675164,0.157430604463458,41
sim100160059000,100,160,0.05,0.9,0.951205904116256,1.51129203577385,2.02165540064507e-07,44
sim100160059500,100,160,0.05,0.95,0.999999999999296,3.4551030900661,1.29900319436209e-07,42
